provider,hospital,hospcity,hospstate,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate
390145,Excela Westmoreland Reg Hosp,Greensburg,PA,39046,Greensburg,PA,357,Pittsburgh,PA
390146,Warren General Hospital,Warren,PA,39130,Warren,PA,351,Erie,PA
390147,Monongahela Valley Hospital,Monongahela,PA,39081,Monongahela,PA,357,Pittsburgh,PA
390150,Southwest Regional Med Ctr,Waynesburg,PA,39133,Waynesburg,PA,445,Morgantown,WV
390151,Chambersburg Hospital,Chambersburg,PA,39022,Chambersburg,PA,352,Harrisburg,PA
390153,Paoli Hospital,Paoli,PA,39093,Paoli,PA,356,Philadelphia,PA
390154,Elk Regional Health Center,Saint Marys,PA,39117,St. Marys,PA,351,Erie,PA
390156,Mercy Fitzgerald Hospital,Darby,PA,39032,Darby,PA,356,Philadelphia,PA
390157,Ohio Valley General Hospital,Mckees Rocks,PA,39074,McKees Rocks,PA,357,Pittsburgh,PA
390160,Canonsburg General Hospital,Canonsburg,PA,39019,Canonsburg,PA,357,Pittsburgh,PA
390162,Easton Hospital,Easton,PA,39037,Easton,PA,346,Allentown,PA
390163,ACMH Hospital,Kittanning,PA,39062,Kittanning,PA,357,Pittsburgh,PA
390164,UPMC Presbyterian,Pittsburgh,PA,39098,Pittsburgh,PA,357,Pittsburgh,PA
390168,Butler Health System,Butler,PA,39016,Butler,PA,357,Pittsburgh,PA
390169,Geisinger South Wilkes-Barre,Wilkes Barre,PA,39137,Wilkes-Barre,PA,362,Wilkes-Barre,PA
390173,Indiana Regional Medical Center,Indiana,PA,39056,Indiana,PA,357,Pittsburgh,PA
390174,Thomas Jefferson University Hosp,Philadelphia,PA,39095,Philadelphia,PA,356,Philadelphia,PA
390176,Commonwealth Medical Center,Aliquippa,PA,39002,Aliquippa,PA,357,Pittsburgh,PA
390178,UPMC Horizon,Greenville,PA,39047,Greenville,PA,351,Erie,PA
390179,Chester County Hospital,West Chester,PA,39135,West Chester,PA,356,Philadelphia,PA
390180,Crozer-Chester Medical Center,Upland,PA,39128,Upland,PA,356,Philadelphia,PA
390183,St. Luke's Miners Memorial Hosp,Coaldale,PA,39026,Coaldale,PA,346,Allentown,PA
390184,Highlands Hospital,Connellsville,PA,39028,Connellsville,PA,357,Pittsburgh,PA
390185,Hazleton General Hospital,Hazleton,PA,39052,Hazleton,PA,346,Allentown,PA
390189,Shamokin Area Community Hospital,Coal Township,PA,39112,Shamokin,PA,350,Danville,PA
390192,Tyler Memorial Hospital,Tunkhannock,PA,39124,Tunkhannock,PA,359,Sayre,PA
390194,Gnaden Huetten Memorial Hospital,Lehighton,PA,39068,Lehighton,PA,346,Allentown,PA
390195,Lankenau Hospital,Wynnewood,PA,39095,Philadelphia,PA,356,Philadelphia,PA
390196,Fox Chase Cancer Center,Philadelphia,PA,39095,Philadelphia,PA,356,Philadelphia,PA
390197,Sacred Heart Hospital,Allentown,PA,39003,Allentown,PA,346,Allentown,PA
390198,Millcreek Community Hospital,Erie,PA,39041,Erie,PA,351,Erie,PA
390199,Punxsutawney Area Hospital,Punxsutawney,PA,39101,Punxsutawney,PA,357,Pittsburgh,PA
390201,Pocono Medical Center,East Stroudsburg,PA,39036,East Stroudsburg,PA,346,Allentown,PA
390203,Doylestown Hospital,Doylestown,PA,39033,Doylestown,PA,356,Philadelphia,PA
390204,Nazareth Hospital,Philadelphia,PA,39095,Philadelphia,PA,356,Philadelphia,PA
390211,Sharon Regional Health System,Sharon,PA,39113,Sharon,PA,335,Youngstown,OH
390217,Excela Frick Hospital,Mount Pleasant,PA,39084,Mount Pleasant,PA,357,Pittsburgh,PA
390219,Excela Latrobe Area Hospital,Latrobe,PA,39066,Latrobe,PA,357,Pittsburgh,PA
390220,Jennersville Regional Hospital,West Grove,PA,39136,West Grove,PA,355,Lancaster,PA
390222,Riddle Memorial Hospital,Media,PA,39079,Media,PA,356,Philadelphia,PA
390223,Presbyterian Med Ctr of U. of PA Hlth Sys,Philadelphia,PA,39095,Philadelphia,PA,356,Philadelphia,PA
390225,Ephrata Community Hospital,Ephrata,PA,39040,Ephrata,PA,355,Lancaster,PA
390226,Pennsylvania Hospital,Philadelphia,PA,39095,Philadelphia,PA,356,Philadelphia,PA
390228,St. Clair Memorial Hospital,Pittsburgh,PA,39098,Pittsburgh,PA,357,Pittsburgh,PA
390231,Abington Memorial Hospital,Abington,PA,39001,Abington,PA,356,Philadelphia,PA
390233,Hanover Hospital,Hanover,PA,39049,Hanover,PA,363,York,PA
390236,Memorial Hospital,Towanda,PA,39122,Towanda,PA,359,Sayre,PA
390237,Mercy Hospital of Scranton,Scranton,PA,39109,Scranton,PA,360,Scranton,PA
390256,Penn State Hershey Med Ctr,Hershey,PA,39053,Hershey,PA,352,Harrisburg,PA
390258,St. Mary Medical Center,Langhorne,PA,39064,Langhorne,PA,356,Philadelphia,PA
390263,Lehigh Valley Hosp-Muhlenberg,Bethlehem,PA,39008,Bethlehem,PA,346,Allentown,PA
390265,Jefferson Regional Med Ctr,Pittsburgh,PA,39098,Pittsburgh,PA,357,Pittsburgh,PA
390266,Grove City Medical Center,Grove City,PA,39048,Grove City,PA,357,Pittsburgh,PA
390267,Western Pennsylvania Hospital,Monroeville,PA,39082,Monroeville,PA,357,Pittsburgh,PA
390268,Mount Nittany Medical Center,State College,PA,39118,State College,PA,350,Danville,PA
390270,Geisinger Wyoming Valley Med Ctr,Wilkes Barre,PA,39137,Wilkes-Barre,PA,362,Wilkes-Barre,PA
390290,Hahnemann University Hospital,Philadelphia,PA,39095,Philadelphia,PA,356,Philadelphia,PA
390304,Roxborough Memorial Hospital,Phila,PA,39095,Philadelphia,PA,356,Philadelphia,PA
390313,Saint Catherine Medical Center,Ashland,PA,39005,Ashland,PA,358,Reading,PA
391300,Jersey Shore Hospital,Jersey Shore,PA,39058,Jersey Shore,PA,350,Danville,PA
391301,Muncy Valley Hospital,Muncy,PA,39085,Muncy,PA,350,Danville,PA
391302,Meyersdale Medical Center,Myersdale,PA,39080,Meyersdale,PA,354,Johnstown,PA
391303,Fulton County Medical Center,Mcconnellsburg,PA,39073,McConnellsburg,PA,352,Harrisburg,PA
391305,Troy Community Hospital,Troy,PA,39108,Sayre,PA,359,Sayre,PA
391306,Endless Mountain Health Systems,Montrose,PA,39083,Montrose,PA,296,Binghamton,NY
391307,Tyrone Hospital,Tyrone,PA,39125,Tyrone,PA,347,Altoona,PA
391308,Corry Memorial Hospital,Corry,PA,39029,Corry,PA,351,Erie,PA
391309,Barnes-Kasson County Hospital,Susquehanna,PA,39120,Susquehanna,PA,360,Scranton,PA
391311,Mid-Valley Hospital,Peckville,PA,39094,Peckville,PA,360,Scranton,PA
391312,Brookville Hospital,Brookville,PA,39013,Brookville,PA,357,Pittsburgh,PA
391313,Charles Cole Memorial Hospital,Coudersport,PA,39030,Coudersport,PA,351,Erie,PA
410001,Memorial Hosp of Rhode Island,Pawtucket,RI,41004,Pawtucket,RI,364,Providence,RI
410004,Roger Williams Medical Center,Providence,RI,41005,Providence,RI,364,Providence,RI
410005,St. Joseph Health Services,North Providence,RI,41005,Providence,RI,364,Providence,RI
410006,Newport Hospital,Newport,RI,41002,Newport,RI,364,Providence,RI
410007,Rhode Island Hospital,Providence,RI,41005,Providence,RI,364,Providence,RI
410008,South County Hospital,Wakefield,RI,41006,Wakefield,RI,364,Providence,RI
410009,Kent County Memorial Hospital,Warwick,RI,41007,Warwick,RI,364,Providence,RI
410010,Women & Infants Hosp of RI,Providence,RI,41005,Providence,RI,364,Providence,RI
410011,Landmark Medical Center,Woonsocket,RI,41009,Woonsocket,RI,364,Providence,RI
410012,Miriam Hospital,Providence,RI,41005,Providence,RI,364,Providence,RI
410013,Westerly Hospital,Westerly,RI,41008,Westerly,RI,364,Providence,RI
420002,Piedmont Medical Center,Rock Hill,SC,42043,Rock Hill,SC,311,Charlotte,NC
420004,MUSC Med Ctr of Med Univ of SC,Charleston,SC,42010,Charleston,SC,365,Charleston,SC
420005,McLeod Medical Center-Dillon,Dillon,SC,42017,Dillon,SC,367,Florence,SC
420007,Spartanburg Regional Med Ctr,Spartanburg,SC,42046,Spartanburg,SC,369,Spartanburg,SC
420009,Oconee Memorial Hospital,Seneca,SC,42044,Seneca,SC,368,Greenville,SC
420010,Carolina Pines Regional Med Ctr,Hartsville,SC,42027,Hartsville,SC,366,Columbia,SC
420011,Cannon Memorial Hospital,Pickens,SC,42041,Pickens,SC,368,Greenville,SC
420015,Palmetto Health Baptist Easley,Easley,SC,42018,Easley,SC,368,Greenville,SC
420016,Barnwell County Hospital,Barnwell,SC,42005,Barnwell,SC,366,Columbia,SC
420018,Palmetto Health Richland,Columbia,SC,42014,Columbia,SC,366,Columbia,SC
420019,Chester Regional Medical Center,Chester,SC,42012,Chester,SC,366,Columbia,SC
420020,Georgetown Memorial Hospital,Georgetown,SC,42023,Georgetown,SC,365,Charleston,SC
420023,Bon Secours-St. Francis Health System,Greenville,SC,42024,Greenville,SC,368,Greenville,SC
420026,Sisters of Charity Providence Hospitals,Columbia,SC,42014,Columbia,SC,366,Columbia,SC
420027,AnMed Health Medical Center,Anderson,SC,42003,Anderson,SC,368,Greenville,SC
420030,Colleton Medical Center,Walterboro,SC,42050,Walterboro,SC,365,Charleston,SC
420033,Allen Bennett Memorial Hosp,Greer,SC,42026,Greer,SC,368,Greenville,SC
420036,Springs Memorial Hospital,Lancaster,SC,42031,Lancaster,SC,311,Charlotte,NC
420037,Hillcrest Hospital,Simpsonville,SC,42024,Greenville,SC,368,Greenville,SC
420038,Laurens County Healthcare System,Clinton,SC,42013,Clinton,SC,368,Greenville,SC
420039,Wallace Thomson Hospital,Union,SC,42048,Union,SC,369,Spartanburg,SC
420043,Upstate Carolina Medical Center,Gaffney,SC,42022,Gaffney,SC,369,Spartanburg,SC
420048,Kershaw County Medical Center,Camden,SC,42009,Camden,SC,366,Columbia,SC
420049,Conway Medical Center,Conway,SC,42015,Conway,SC,365,Charleston,SC
420051,McLeod Health,Florence,SC,42021,Florence,SC,367,Florence,SC
420053,Newberry County Memorial Hosp,Newberry,SC,42039,Newberry,SC,366,Columbia,SC
420054,Marlboro Park Hospital,Bennettsville,SC,42007,Bennettsville,SC,367,Florence,SC
420055,Marion County Medical Center,Mullins,SC,42037,Mullins,SC,367,Florence,SC
420056,Bamberg County Memorial Hospital,Bamberg,SC,42004,Bamberg,SC,366,Columbia,SC
420057,McLeod Medical Center-Darlington,Darlington,SC,42021,Florence,SC,367,Florence,SC
420062,Chesterfield General Hospital,Cheraw,SC,42011,Cheraw,SC,367,Florence,SC
420064,Loris Community Hospital,Loris,SC,42033,Loris,SC,367,Florence,SC
420065,Bon Secours-St. Francis Xavier Hospital,Charleston,SC,42010,Charleston,SC,365,Charleston,SC
420066,Lake City Community Hospital,Lake City,SC,42021,Florence,SC,367,Florence,SC
420067,Beaufort Memorial Hospital,Beaufort,SC,42006,Beaufort,SC,149,Savannah,GA
420068,Regional Med Ctr of Orangeburg,Orangeburg,SC,42040,Orangeburg,SC,366,Columbia,SC
420069,Clarendon Memorial Hospital,Manning,SC,42034,Manning,SC,366,Columbia,SC
420070,Tuomey Healthcare System,Sumter,SC,42047,Sumter,SC,366,Columbia,SC
420071,Self Regional Healthcare,Greenwood,SC,42025,Greenwood,SC,366,Columbia,SC
420072,Hampton Regional Medical Center,Varnville,SC,42049,Varnville,SC,365,Charleston,SC
420073,Lexington Medical Center,West Columbia,SC,42051,West Columbia,SC,366,Columbia,SC
420078,Greenville Memorial Hospital,Greenville,SC,42024,Greenville,SC,368,Greenville,SC
420079,Trident Medical Center,Charleston,SC,42010,Charleston,SC,365,Charleston,SC
420080,Hilton Head Hosp,Hilton Head Island,SC,42028,Hilton Head Island,SC,149,Savannah,GA
420082,Aiken Regional Medical Centers,Aiken,SC,42002,Aiken,SC,145,Augusta,GA
420083,Mary Black Memorial Hospital,Spartanburg,SC,42046,Spartanburg,SC,369,Spartanburg,SC
420085,Grand Strand Regional Med Ctr,Myrtle Beach,SC,42038,Myrtle Beach,SC,365,Charleston,SC
420086,Palmetto Health Baptist Columbia,Columbia,SC,42014,Columbia,SC,366,Columbia,SC
420087,Roper Hospital,Charleston,SC,42010,Charleston,SC,365,Charleston,SC
420089,East Cooper Regional Med Ctr,Mount Pleasant,SC,42036,Mount Pleasant,SC,365,Charleston,SC
420091,Carolinas Hospital System,Florence,SC,42021,Florence,SC,367,Florence,SC
420098,Waccamaw Community Hospital,Murrells Inlet,SC,42038,Myrtle Beach,SC,365,Charleston,SC
420101,Coastal Carolina Hosp,Hardeeville,SC,11102,Savannah,GA,149,Savannah,GA
421300,Allendale County Hospital,Fairfax,SC,42020,Fairfax,SC,145,Augusta,GA
421301,Abbeville Area Medical Center,Abbeville,SC,42001,Abbeville,SC,366,Columbia,SC
421302,Fairfield Memorial Hospital,Winnsboro,SC,42052,Winnsboro,SC,366,Columbia,SC
421303,Williamsburg Regional Hospital,Kingstree,SC,42029,Kingstree,SC,367,Florence,SC
421304,Edgefield County Hospital,Edgefield,SC,42019,Edgefield,SC,145,Augusta,GA
430005,Prairie Lakes Healthcare System,Watertown,SD,43047,Watertown,SD,371,Sioux Falls,SD
430008,Brookings Health System,Brookings,SD,43006,Brookings,SD,371,Sioux Falls,SD
430012,Avera Sacred Heart Hospital,Yankton,SD,43051,Yankton,SD,371,Sioux Falls,SD
430013,Avera Queen of Peace,Mitchell,SD,43030,Mitchell,SD,371,Sioux Falls,SD
430014,Avera St. Luke's,Aberdeen,SD,43001,Aberdeen,SD,371,Sioux Falls,SD
430015,St. Mary's Healthcare Center,Pierre,SD,43034,Pierre,SD,371,Sioux Falls,SD
430016,Avera McKennan Hospital,Sioux Falls,SD,43039,Sioux Falls,SD,371,Sioux Falls,SD
430027,Sanford USD Medical Center,Sioux Falls,SD,43039,Sioux Falls,SD,371,Sioux Falls,SD
430048,Spearfish Regional Hospital,Spearfish,SD,43041,Spearfish,SD,370,Rapid City,SD
430064,Coteau des Prairies Hospital,Sisseton,SD,43040,Sisseton,SD,322,Fargo/Moorhead MN,ND
430077,Rapid City Regional Hospital,Rapid City,SD,43036,Rapid City,SD,370,Rapid City,SD
430095,Avera Heart Hospital,Sioux Falls,SD,43039,Sioux Falls,SD,371,Sioux Falls,SD
431300,Madison Community Hospital,Madison,SD,43026,Madison,SD,371,Sioux Falls,SD
431305,Douglas County Mem Hospital,Armour,SD,43002,Armour,SD,371,Sioux Falls,SD
431306,Platte Hlth Ctr/Avera Health,Platte,SD,43035,Platte,SD,371,Sioux Falls,SD
431307,Sanford Deuel County Med Ctr,Clear Lake,SD,43010,Clear Lake,SD,371,Sioux Falls,SD
431310,Flandreau Med Ctr/Avera Hlth,Flandreau,SD,43039,Sioux Falls,SD,371,Sioux Falls,SD
431311,Sanford Webster Medical Center,Webster,SD,43048,Webster,SD,371,Sioux Falls,SD
431312,Marshall County Healthcare Ctr,Britton,SD,43005,Britton,SD,322,Fargo/Moorhead MN,ND
431313,Freeman Regional Health Services,Freeman,SD,43019,Freeman,SD,371,Sioux Falls,SD
431315,Wagner Community Memorial Hosp,Wagner,SD,43046,Wagner,SD,371,Sioux Falls,SD
431316,Community Memorial Hospital,Redfield,SD,43037,Redfield,SD,371,Sioux Falls,SD
431317,Landmann-Jungman Memorial Hosp,Scotland,SD,43038,Scotland,SD,371,Sioux Falls,SD
431319,Hans P Peterson Mem Hospital,Philip,SD,43033,Philip,SD,371,Sioux Falls,SD
431320,Lead-Deadwood Regional Hospital,Deadwood,SD,43013,Deadwood,SD,370,Rapid City,SD
431321,Sturgis Regional Hospital,Sturgis,SD,43042,Sturgis,SD,370,Rapid City,SD
431323,Custer Regional Hospital,Custer,SD,43036,Rapid City,SD,370,Rapid City,SD
431324,Avera Weskota Memorial Med Ctr,Wessington Springs,SD,43049,Wessington Springs,SD,371,Sioux Falls,SD
431325,Mobridge Regional Hospital,Mobridge,SD,43031,Mobridge,SD,321,Bismarck,ND
431326,Milbank Area Hosp/Avera Health,Milbank,SD,43028,Milbank,SD,371,Sioux Falls,SD
431327,St. Michael's Hospital,Tyndall,SD,43043,Tyndall,SD,371,Sioux Falls,SD
431328,Pioneer Memorial Hospital,Viborg,SD,43045,Viborg,SD,371,Sioux Falls,SD
431329,Sanford Mid Dakota Medical Ctr,Chamberlain,SD,43009,Chamberlain,SD,371,Sioux Falls,SD
431330,Avera St. Benedict Hospital,Parkston,SD,43032,Parkston,SD,371,Sioux Falls,SD
431331,Avera Dells Area Health Center,Dell Rapids,SD,43014,Dell Rapids,SD,371,Sioux Falls,SD
431332,De Smet Memorial Hospital,De Smet,SD,43039,Sioux Falls,SD,371,Sioux Falls,SD
431333,Canton-Inwood Memorial Hospital,Canton,SD,43039,Sioux Falls,SD,371,Sioux Falls,SD
431334,Winner Regional Healthcare Ctr,Winner,SD,43050,Winner,SD,371,Sioux Falls,SD
431335,Huron Regional Medical Center,Huron,SD,43024,Huron,SD,371,Sioux Falls,SD
431336,Sanford Vermillion Medical Ctr,Vermillion,SD,43044,Vermillion,SD,371,Sioux Falls,SD
431337,Avera Hand County Mem Hospital,Miller,SD,43029,Miller,SD,371,Sioux Falls,SD
431338,Avera Gregory Healthcare Center,Gregory,SD,43021,Gregory,SD,371,Sioux Falls,SD
440001,Unicoi County Memorial Hospital,Erwin,TN,44023,Erwin,TN,375,Johnson City,TN
440002,Jackson-Madison County Gen Hosp,Jackson,TN,44037,Jackson,TN,374,Jackson,TN
440003,Sumner Regional Medical Center,Gallatin,TN,44028,Gallatin,TN,380,Nashville,TN
440006,Skyline Medical Center,Nashville,TN,44063,Nashville,TN,380,Nashville,TN
440007,United Regional Medical Center,Manchester,TN,44054,Manchester,TN,380,Nashville,TN
440008,Henderson County Community Hosp,Lexington,TN,44049,Lexington,TN,374,Jackson,TN
440009,Cumberland Medical Center,Crossville,TN,44016,Crossville,TN,380,Nashville,TN
440010,Wayne Medical Center,Waynesboro,TN,44091,Waynesboro,TN,380,Nashville,TN
440011,Blount Memorial Hospital,Maryville,TN,44056,Maryville,TN,377,Knoxville,TN
440012,Wellmont Bristol Reg Med Ctr,Bristol,TN,44003,Bristol,TN,376,Kingsport,TN
440015,University of Tennessee Med Ctr,Knoxville,TN,44043,Knoxville,TN,377,Knoxville,TN
440016,Baptist Memorial Hosp-Huntingdon,Huntingdon,TN,44036,Huntingdon,TN,374,Jackson,TN
440017,Wellmont Holston Valley Med Ctr,Kingsport,TN,44042,Kingsport,TN,376,Kingsport,TN
440018,Sycamore Shoals Hospital,Elizabethton,TN,44041,Johnson City,TN,375,Johnson City,TN
440019,Baptist Hosp of East Tennessee,Knoxville,TN,44043,Knoxville,TN,377,Knoxville,TN
440020,Hillside Hospital,Pulaski,TN,44071,Pulaski,TN,380,Nashville,TN
440025,Laughlin Memorial Hospital,Greeneville,TN,44030,Greeneville,TN,377,Knoxville,TN
440029,Williamson Medical Center,Franklin,TN,44026,Franklin,TN,380,Nashville,TN
440030,Morristown-Hamblen Hospital,Morristown,TN,44061,Morristown,TN,377,Knoxville,TN
440031,Roane Medical Center,Harriman,TN,44031,Harriman,TN,377,Knoxville,TN
440032,Wellmont Hawkins County Mem Hosp,Rogersville,TN,44074,Rogersville,TN,377,Knoxville,TN
440033,St. Mary's Medical Center,La Follette,TN,44044,La Follette,TN,377,Knoxville,TN
440034,Methodist Med Ctr of Oak Ridge,Oak Ridge,TN,44065,Oak Ridge,TN,377,Knoxville,TN
440035,Gateway Medical Center,Clarksville,TN,44010,Clarksville,TN,380,Nashville,TN
440039,Vanderbilt University Med Ctr,Nashville,TN,44063,Nashville,TN,380,Nashville,TN
440040,Perry Community Hospital,Linden,TN,44050,Linden,TN,380,Nashville,TN
440046,Horizon Medical Center,Dickson,TN,44018,Dickson,TN,380,Nashville,TN
440047,Gibson General Hospital,Trenton,TN,44037,Jackson,TN,374,Jackson,TN
440048,Baptist Memorial Hosp-Memphis,Memphis,TN,44059,Memphis,TN,379,Memphis,TN
440049,Methodist University Hospital,Memphis,TN,44059,Memphis,TN,379,Memphis,TN
440050,Takoma Regional Hospital,Greeneville,TN,44030,Greeneville,TN,377,Knoxville,TN
440051,McNairy Regional Hospital,Selmer,TN,44076,Selmer,TN,379,Memphis,TN
440052,St Mary's Medical Center,Oneida,TN,44066,Oneida,TN,377,Knoxville,TN
440053,Middle Tennessee Medical Center,Murfreesboro,TN,44062,Murfreesboro,TN,380,Nashville,TN
440054,Woods Memorial Hospital,Etowah,TN,44024,Etowah,TN,377,Knoxville,TN
440056,St. Mary's Jefferson Mem Hosp,Jefferson City,TN,44039,Jefferson City,TN,377,Knoxville,TN
440057,Claiborne County Hospital,Tazewell,TN,44086,Tazewell,TN,377,Knoxville,TN
440058,Southern Tennessee Med Ctr,Winchester,TN,44093,Winchester,TN,380,Nashville,TN
440059,Cookeville Regional Med Ctr,Cookeville,TN,44013,Cookeville,TN,380,Nashville,TN
440060,Milan General Hospital,Milan,TN,44060,Milan,TN,374,Jackson,TN
440061,Volunteer Community Hospital,Martin,TN,44055,Martin,TN,374,Jackson,TN
440063,Johnson City Medical Center,Johnson City,TN,44041,Johnson City,TN,375,Johnson City,TN
440064,Grandview Medical Center,Jasper,TN,44082,South Pittsburg,TN,373,Chattanooga,TN
440065,Northcrest Medical Center,Springfield,TN,44084,Springfield,TN,380,Nashville,TN
440067,Lakeway Regional Hospital,Morristown,TN,44061,Morristown,TN,377,Knoxville,TN
440068,Athens Regional Medical Center,Athens,TN,44001,Athens,TN,377,Knoxville,TN
440070,Decatur County General Hospital,Parsons,TN,44068,Parsons,TN,374,Jackson,TN
440072,Dyersburg Regional Med Ctr,Dyersburg,TN,44020,Dyersburg,TN,379,Memphis,TN
440073,Maury Regional Hospital,Columbia,TN,44012,Columbia,TN,380,Nashville,TN
440081,Fort Sanders-Sevier Med Ctr,Sevierville,TN,44077,Sevierville,TN,377,Knoxville,TN
440082,St. Thomas Hospital,Nashville,TN,44063,Nashville,TN,380,Nashville,TN
440083,Jamestown Regional Med Ctr,Jamestown,TN,44038,Jamestown,TN,380,Nashville,TN
440084,Sweetwater Hospital,Sweetwater,TN,44085,Sweetwater,TN,377,Knoxville,TN
440091,Memorial Health Care System,Chattanooga,TN,44009,Chattanooga,TN,373,Chattanooga,TN
440102,Lincoln County Health System,Fayetteville,TN,44025,Fayetteville,TN,5,Huntsville,AL
440104,Erlanger Medical Center,Chattanooga,TN,44009,Chattanooga,TN,373,Chattanooga,TN
440109,Hardin Medical Center,Savannah,TN,44075,Savannah,TN,379,Memphis,TN
440110,Fort Loudoun Medical Center,Lenoir City,TN,44043,Knoxville,TN,377,Knoxville,TN
440111,Nashville General Hospital,Nashville,TN,44063,Nashville,TN,380,Nashville,TN
440115,Humboldt General Hospital,Humboldt,TN,44037,Jackson,TN,374,Jackson,TN
440120,St. Mary's Medical Center,Knoxville,TN,44043,Knoxville,TN,377,Knoxville,TN
440125,Fort Sanders Regional Med Ctr,Knoxville,TN,44043,Knoxville,TN,377,Knoxville,TN
440130,Baptist Memorial Hosp-Union City,Union City,TN,44089,Union City,TN,379,Memphis,TN
440131,Baptist Memorial Hospital-Tipton,Covington,TN,44015,Covington,TN,379,Memphis,TN
440132,Henry County Medical Center,Paris,TN,44067,Paris,TN,374,Jackson,TN
440133,Baptist Hospital,Nashville,TN,44063,Nashville,TN,380,Nashville,TN
440137,Heritage Medical Center,Shelbyville,TN,44078,Shelbyville,TN,380,Nashville,TN
440141,Cumberland River Hospital,Celina,TN,44007,Celina,TN,380,Nashville,TN
440144,Harton Regional Medical Center,Tullahoma,TN,44088,Tullahoma,TN,380,Nashville,TN
440148,DeKalb Community Hospital,Smithville,TN,44079,Smithville,TN,380,Nashville,TN
440150,Summit Medical Center,Hermitage,TN,44063,Nashville,TN,380,Nashville,TN
440151,River Park Hospital,Mc Minnville,TN,44058,McMinnville,TN,380,Nashville,TN
440152,Regional Med Ctr at Memphis,Memphis,TN,44059,Memphis,TN,379,Memphis,TN
440153,Baptist Hospital of Cocke County,Newport,TN,44064,Newport,TN,377,Knoxville,TN
440156,Parkridge Medical Center,Chattanooga,TN,44009,Chattanooga,TN,373,Chattanooga,TN
440159,Delta Medical Center,Memphis,TN,44059,Memphis,TN,379,Memphis,TN
440161,Centennial Medical Center,Nashville,TN,44063,Nashville,TN,380,Nashville,TN
440168,Methodist Healthcare Fayette Hospital,Somerville,TN,44059,Memphis,TN,379,Memphis,TN
440173,Parkwest Medical Center,Knoxville,TN,44043,Knoxville,TN,377,Knoxville,TN
440174,Haywood Park Community Hospital,Brownsville,TN,44004,Brownsville,TN,379,Memphis,TN
440175,Crockett Hospital,Lawrenceburg,TN,44046,Lawrenceburg,TN,380,Nashville,TN
440176,Indian Path Medical Center,Kingsport,TN,44042,Kingsport,TN,376,Kingsport,TN
440180,Jellico Community Hospital,Jellico,TN,44040,Jellico,TN,377,Knoxville,TN
440181,Bolivar General Hospital,Bolivar,TN,44037,Jackson,TN,374,Jackson,TN
440182,McKenzie Regional Hospital,Mc Kenzie,TN,44057,McKenzie,TN,374,Jackson,TN
440183,St. Francis Hospital,Memphis,TN,44059,Memphis,TN,379,Memphis,TN
440184,North Side Hospital,Johnson City,TN,44041,Johnson City,TN,375,Johnson City,TN
440185,Skyridge Medical Center,Cleveland,TN,44011,Cleveland,TN,373,Chattanooga,TN
440186,Riverview Reg Med Ctr North,Carthage,TN,44006,Carthage,TN,380,Nashville,TN
440187,Livingston Regional Hospital,Livingston,TN,44051,Livingston,TN,380,Nashville,TN
440189,Regional Hospital of Jackson,Jackson,TN,44037,Jackson,TN,374,Jackson,TN
440192,White County Community Hospital,Sparta,TN,44083,Sparta,TN,380,Nashville,TN
440193,University Medical Center,Lebanon,TN,44047,Lebanon,TN,380,Nashville,TN
440194,Hendersonville Medical Center,Hendersonville,TN,44033,Hendersonville,TN,380,Nashville,TN
440197,Southern Hills Medical Center,Nashville,TN,44063,Nashville,TN,380,Nashville,TN
440200,Stones River Hospital,Woodbury,TN,44094,Woodbury,TN,380,Nashville,TN
440217,Baptist Mem Hosp-Collierville,Collierville,TN,44059,Memphis,TN,379,Memphis,TN
440226,Baptist Hospital West,Knoxville,TN,44043,Knoxville,TN,377,Knoxville,TN
440227,StoneCrest Medical Center,Smyrna,TN,44063,Nashville,TN,380,Nashville,TN
440228,St. Francis Hospital-Bartlett,Bartlett,TN,44059,Memphis,TN,379,Memphis,TN
441300,Hickman Community Hospital,Centerville,TN,44008,Centerville,TN,380,Nashville,TN
441301,Trousdale Medical Center,Hartsville,TN,44032,Hartsville,TN,380,Nashville,TN
441303,Three Rivers Hospital,Waverly,TN,44090,Waverly,TN,380,Nashville,TN
441305,Macon County General Hospital,Lafayette,TN,44045,Lafayette,TN,380,Nashville,TN
441306,Erlanger Bledsoe Hospital,Pikeville,TN,44069,Pikeville,TN,373,Chattanooga,TN
441308,Medical Center of Manchester,Manchester,TN,44054,Manchester,TN,380,Nashville,TN
441309,Marshall Medical Center,Lewisburg,TN,44048,Lewisburg,TN,380,Nashville,TN
441310,Rhea Medical Center,Dayton,TN,44017,Dayton,TN,373,Chattanooga,TN
441312,Trinity Hospital,Erin,TN,44022,Erin,TN,380,Nashville,TN
441314,Baptist Memorial Hosp-Lauderdale,Ripley,TN,44072,Ripley,TN,379,Memphis,TN
441315,Copper Basin Medical Center,Copperhill,TN,44014,Copperhill,TN,373,Chattanooga,TN
441316,Camden General Hospital,Camden,TN,44005,Camden,TN,380,Nashville,TN
450002,Providence Memorial Hospital,El Paso,TX,45086,El Paso,TX,393,El Paso,TX
450005,Memorial Hermann Baptist Orange Hospital,Orange,TX,45200,Orange,TX,386,Beaumont,TX
450007,Peterson Regional Medical Ctr,Kerrville,TX,45146,Kerrville,TX,412,San Antonio,TX
