PCSA,PCSA_L,PFIPS_ST,PCSA_ST,P_LAT,P_LON,P_POP_LAT,P_POP_LON,PAREA_SM,PP12CI2,PP12CI3,PP12CI4,PP12CI5,PP12CI6,PP12CI7,PP12CI8,PP12CI9,PP12CI10,PP12CI11,PP12CI12,PP12CI13,PP12CI14,PP12CI15,PP12CI16,PP12CI17,PP12CI18,PP12CI19,PP12CI20,PP12CI21,PP12CI22,PP12CI23,PP12CI24,PP12CI25,PP12CI26,PP12CI27,PP12CI28,PP12CI29,PP12CI30,PP12CI31,PP12CI32,PP12CI33,PP12CI34,PP12CI35,PP12CI36,PP12CI37,PP12CI38,PP12CI39,PP12CI40,PP12CI41,PP12CI42,PP12CI43,PP12CI44,PP12CI45,PP12CI46,PP12CI47,PP12CI48,PP12CI49,PP12DI2,PP12DI3,PP12DI4,PP12DI5,PP12DI6,PP12DI7,PP12DI8,PP12DI9,PP12DI10,PP12DI11,PP12DI12,PP12DI13,PP12DI14,PP12DI15,PP12DI16,PP12DI17,PP12DI18,PP12DI19,PP12DI20,PP12DI21,PP12DI22,PP12DI23,PP12DI24,PP12DI25,PP12DI26,PP12DI27,PP12DI28,PP12DI29,PP12DI30,PP12DI31,PP12DI32,PP12DI33,PP12DI34,PP12DI35,PP12DI36,PP12DI37,PP12DI38,PP12DI39,PP12DI40,PP12DI41,PP12DI42,PP12DI43,PP12DI44,PP12DI45,PP12DI46,PP12DI47,PP12DI48,PP12DI49,PP12EI2,PP12EI3,PP12EI4,PP12EI5,PP12EI6,PP12EI7,PP12EI8,PP12EI9,PP12EI10,PP12EI11,PP12EI12,PP12EI13,PP12EI14,PP12EI15,PP12EI16,PP12EI17,PP12EI18,PP12EI19,PP12EI20,PP12EI21,PP12EI22,PP12EI23,PP12EI24,PP12EI25,PP12EI26,PP12EI27,PP12EI28,PP12EI29,PP12EI30,PP12EI31,PP12EI32,PP12EI33,PP12EI34,PP12EI35,PP12EI36,PP12EI37,PP12EI38,PP12EI39,PP12EI40,PP12EI41,PP12EI42,PP12EI43,PP12EI44,PP12EI45,PP12EI46,PP12EI47,PP12EI48,PP12EI49,PP12FI2,PP12FI3,PP12FI4,PP12FI5,PP12FI6,PP12FI7,PP12FI8,PP12FI9,PP12FI10,PP12FI11,PP12FI12,PP12FI13,PP12FI14,PP12FI15,PP12FI16,PP12FI17,PP12FI18,PP12FI19,PP12FI20,PP12FI21,PP12FI22,PP12FI23,PP12FI24,PP12FI25,PP12FI26,PP12FI27,PP12FI28,PP12FI29,PP12FI30,PP12FI31,PP12FI32,PP12FI33,PP12FI34,PP12FI35,PP12FI36,PP12FI37,PP12FI38,PP12FI39,PP12FI40,PP12FI41,PP12FI42,PP12FI43,PP12FI44,PP12FI45,PP12FI46,PP12FI47,PP12FI48,PP12FI49,PP12GI2,PP12GI3,PP12GI4,PP12GI5,PP12GI6,PP12GI7,PP12GI8,PP12GI9,PP12GI10,PP12GI11,PP12GI12,PP12GI13,PP12GI14,PP12GI15,PP12GI16,PP12GI17,PP12GI18,PP12GI19,PP12GI20,PP12GI21,PP12GI22,PP12GI23,PP12GI24,PP12GI25,PP12GI26,PP12GI27,PP12GI28,PP12GI29,PP12GI30,PP12GI31,PP12GI32,PP12GI33,PP12GI34,PP12GI35,PP12GI36,PP12GI37,PP12GI38,PP12GI39,PP12GI40,PP12GI41,PP12GI42,PP12GI43,PP12GI44,PP12GI45,PP12GI46,PP12GI47,PP12GI48,PP12GI49
51119951200,VA00_DELTAVILLE,51,VA,3.75593227114,-7.63569026203,3.755418,-7.6363941,13.04,8,0,0,2,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,2,2,0,1,0,0,0,0,2,0,1,1,1,0,1,0,1,0,0,0,0,0,0,5,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,11,0,1,0,1,0,0,0,1,0,0,1,2,3,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
51121020500,VA00_BLACKSBURG,51,VA,3.7248876324,-8.04254041552,3.72044943048,-8.042111839,293.11,105,6,4,4,3,4,6,7,8,12,7,9,7,5,13,2,1,1,0,1,4,0,0,1,75,7,3,4,4,2,2,6,5,5,2,7,4,9,4,5,0,1,1,2,0,1,1,0,2842,110,96,62,30,336,241,205,503,489,273,157,94,85,46,32,12,16,14,15,13,7,6,0,2245,106,70,55,39,310,175,167,297,324,194,163,89,84,61,35,12,20,7,11,8,12,5,1,17,0,0,1,0,1,2,3,3,3,1,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,3,2,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,370,29,21,13,10,40,30,32,63,47,29,17,16,5,8,5,1,2,1,0,1,0,0,0,264,18,16,12,11,33,16,21,36,31,25,14,12,7,7,2,0,1,1,0,0,1,0,0,1000,94,67,62,43,170,98,92,100,80,53,33,12,24,17,21,7,6,5,3,6,4,1,2,849,108,73,59,27,154,71,69,83,56,20,33,20,19,16,8,4,6,0,4,7,4,5,3
51121021400,VA00_SHAWSVILLE,51,VA,3.71515040133,-8.02470148181,3.7176294,-8.0244201,63.66,7,0,0,0,0,2,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,1,0,0,0,0,1,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,5,6,3,1,1,1,1,2,8,4,1,1,0,0,2,0,0,0,0,0,0,0,0,20,4,5,2,0,0,0,0,0,3,4,1,0,0,0,1,0,0,0,0,0,0,0,0,29,2,5,5,1,1,1,1,0,1,2,0,2,1,4,1,1,1,0,0,0,0,0,0,19,2,0,5,1,1,0,0,0,1,1,1,1,4,0,2,0,0,0,0,0,0,0,0
51125950200,VA00_AFTON,51,VA,3.79287553524,-7.88480776013,3.7939686,-7.885059,90.08,11,1,1,2,1,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,11,1,1,2,0,0,0,0,0,0,1,2,1,1,1,1,0,0,0,0,0,0,0,0,6,0,0,0,2,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,0,1,0,1,0,1,0,0,0,1,1,1,3,3,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,3,0,1,2,1,0,0,4,2,2,2,2,0,0,0,1,0,1,1,0,0,0,21,2,2,2,1,0,1,0,1,6,0,1,2,0,1,0,1,0,0,1,0,0,0,0,23,4,4,2,2,1,0,1,0,0,1,2,2,3,0,1,0,0,0,0,0,0,0,0,41,8,8,5,3,0,1,1,0,0,2,0,1,3,2,3,0,0,0,1,0,1,2,0
51125950300,VA00_ROSELAND,51,VA,3.77541076137,-7.88958692013,3.77470604137,-7.88819151849,380.77,15,0,0,0,1,0,0,0,0,1,0,3,2,2,2,1,0,1,0,0,1,1,0,0,11,0,0,1,2,0,0,0,0,0,0,1,2,3,2,0,0,0,0,0,0,0,0,0,15,1,4,1,0,0,0,1,0,1,0,0,0,2,3,2,0,0,0,0,0,0,0,0,31,5,1,1,2,0,0,0,1,2,3,0,1,3,3,5,0,0,0,2,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,82,3,4,8,4,2,2,1,5,11,6,14,4,3,9,1,1,0,0,0,2,1,1,0,45,4,4,4,3,3,1,0,1,1,5,5,5,3,2,0,0,0,2,2,0,0,0,0,103,20,20,12,6,4,4,2,3,1,4,3,2,4,9,2,1,0,1,1,1,1,2,0,85,9,16,11,8,1,3,0,1,5,6,2,2,6,2,1,2,0,1,4,1,0,1,3
51127700100,VA00_QUINTON,51,VA,3.74332108093,-7.70267035635,3.74647057547,-7.70555099812,392.55,336,10,16,19,17,13,5,6,7,8,18,23,31,35,29,22,8,13,10,16,15,6,4,5,370,14,22,25,16,14,3,2,9,14,12,21,29,40,34,26,10,15,10,16,14,9,9,6,74,3,6,7,3,0,0,2,5,3,4,11,3,4,8,2,1,0,2,2,7,0,0,1,113,7,4,3,3,2,0,0,1,7,10,13,10,8,16,11,4,5,1,2,2,2,1,1,4,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,4,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,80,9,2,5,5,5,2,1,3,8,9,8,6,5,4,3,0,3,1,0,0,0,1,0,58,2,7,6,1,3,0,1,0,6,8,3,5,2,5,4,1,0,1,0,1,2,0,0,301,42,44,36,20,13,2,4,6,12,19,10,18,16,17,20,3,3,1,8,1,2,3,1,321,41,45,40,23,10,4,3,10,14,11,19,13,24,16,14,3,11,3,2,9,4,2,0
51131930100,VA00_EXMORE,51,VA,3.75094403617,-7.58099060288,3.75384877972,-7.58317089875,265.8,27,2,2,1,0,0,0,0,0,0,2,3,1,4,3,0,0,2,1,0,3,1,2,0,30,0,2,3,0,1,0,0,1,1,4,2,1,2,4,1,2,0,1,1,1,2,0,1,50,2,5,4,4,1,1,0,1,2,3,5,8,7,2,2,0,3,0,0,0,0,0,0,50,0,6,3,2,1,0,0,1,3,4,8,2,7,2,5,2,2,0,0,1,0,1,0,4,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,297,35,23,28,9,11,4,7,26,37,28,21,22,15,12,9,2,2,2,0,3,1,0,0,210,29,23,19,7,6,6,3,6,32,27,10,14,15,4,2,1,2,2,2,0,0,0,0,113,17,15,7,12,3,4,0,2,7,7,4,2,6,8,5,3,2,0,1,3,1,1,3,101,18,16,14,10,1,0,2,4,2,5,2,2,6,5,9,1,0,0,1,1,1,0,1
51131930300,VA00_NORTHAMPTON,51,VA,3.72510574645,-7.58880754732,3.7257298,-7.5978124,87.04,5,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,7,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,12,2,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,1,1,0,1,0,1,0,9,0,0,0,0,2,1,1,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,55,6,4,2,3,1,4,0,9,5,2,4,4,5,2,3,0,0,0,0,1,0,0,0,34,2,8,5,1,2,0,0,2,4,4,1,1,3,1,0,0,0,0,0,0,0,0,0,33,4,7,6,3,2,0,0,1,1,2,1,0,0,2,1,0,0,1,1,0,0,0,1,20,4,4,2,0,1,0,0,0,1,1,2,1,0,2,2,0,0,0,0,0,0,0,0
51133020100,VA00_LOTTSBURG,51,VA,3.79739875173,-7.65265943883,3.7973556,-7.6540943,49.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,10,9,5,5,3,2,6,9,11,7,8,4,3,4,1,0,0,0,1,0,1,0,0,52,7,4,1,2,6,1,2,3,7,5,2,5,2,0,2,1,1,0,0,0,0,1,0,34,9,8,2,1,0,0,0,0,1,3,2,0,0,2,1,0,0,0,0,2,3,0,0,40,6,8,6,1,2,0,0,0,3,1,1,2,1,1,2,0,1,0,0,3,0,1,1
51133020300,VA00_HEATHSVILLE,51,VA,3.77995688366,-7.64505606083,3.77949255106,-7.64419931381,331.61,16,0,0,0,0,0,0,0,1,1,1,3,1,2,2,3,0,0,0,0,1,1,0,0,29,1,1,0,1,1,1,0,0,1,1,2,2,5,3,2,2,2,1,1,1,0,1,0,52,1,9,2,2,2,0,0,4,2,2,5,4,3,3,4,3,2,2,0,1,0,0,1,62,3,4,4,2,2,2,0,0,4,2,6,2,3,5,5,3,7,1,1,3,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,104,13,9,8,9,4,4,7,6,7,13,12,2,3,2,1,1,0,0,1,0,1,1,0,68,10,5,5,2,5,2,0,5,5,10,2,3,3,5,0,1,2,0,1,0,1,0,1,118,14,19,18,10,2,0,1,3,5,4,6,3,5,3,8,4,1,1,1,3,3,3,1,109,13,14,17,2,5,1,0,0,4,8,4,6,7,3,4,1,3,0,3,5,5,1,3
51135000100,VA00_BLACKSTONE,51,VA,3.71093880713,-7.79384425123,3.70966813679,-7.79836561524,112.69,11,0,0,0,0,0,0,0,0,1,2,2,1,3,1,0,0,0,1,0,0,0,0,0,15,1,2,3,0,1,0,0,2,0,1,1,1,0,2,1,0,0,0,0,0,0,0,0,20,0,2,0,1,2,0,0,2,1,2,2,0,1,2,3,0,0,0,1,0,0,0,1,12,0,0,1,2,0,0,0,1,1,0,0,0,4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,14,3,7,5,2,1,1,9,24,11,14,8,5,2,4,1,0,0,0,2,0,0,0,63,6,8,4,3,1,0,2,5,6,8,8,5,1,2,2,0,0,0,1,1,0,0,0,35,11,2,2,3,1,0,1,1,4,2,3,0,2,0,0,2,0,0,0,1,0,0,0,50,7,6,5,2,1,0,0,1,2,7,1,1,3,4,1,1,0,2,0,4,2,0,0
51135000300,VA00_CREWE,51,VA,3.72403094231,-7.82127571578,3.72400097022,-7.81980256108,590.25,52,4,2,1,1,1,0,0,4,3,8,1,2,6,6,2,2,4,1,1,2,0,0,1,38,1,1,3,3,1,0,1,3,4,2,0,0,8,4,3,0,0,1,2,0,0,0,1,24,1,2,2,1,2,6,0,1,0,2,2,4,0,0,0,1,0,0,0,0,0,0,0,32,2,5,2,1,0,1,0,1,1,2,4,4,2,2,1,0,0,1,2,0,1,0,0,6,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,192,19,16,8,7,8,8,6,16,29,32,14,9,6,8,3,1,0,1,0,1,0,0,0,99,12,7,11,5,4,1,1,7,10,14,12,5,1,4,2,1,0,0,1,1,0,0,0,173,29,20,22,11,13,8,4,7,5,5,6,8,4,6,11,1,0,5,4,2,1,0,1,158,34,26,19,11,2,2,2,3,6,5,7,4,10,8,8,2,2,1,2,1,2,1,0
51137110104,VA00_LOCUST GROVE,51,VA,3.83114718733,-7.78061485526,3.83312181624,-7.77775282177,62.81,15,0,1,1,4,0,0,0,1,1,0,0,0,1,2,1,0,1,0,1,0,1,0,0,24,0,0,0,2,1,0,0,0,2,0,3,2,2,3,4,2,1,1,0,0,1,0,0,65,9,2,4,2,0,2,0,2,1,7,8,8,2,2,5,0,2,2,4,3,0,0,0,100,4,9,5,2,0,0,0,1,3,8,11,6,8,7,11,6,5,2,3,5,3,0,1,6,0,2,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,0,0,0,94,6,9,7,5,5,4,0,7,10,7,7,8,7,3,4,1,1,1,1,0,1,0,0,81,9,8,12,6,1,1,1,2,8,8,3,8,4,6,0,2,0,0,1,0,0,0,1,171,30,24,28,10,6,4,1,3,12,5,4,14,7,7,5,1,2,2,1,1,3,1,0,187,34,35,21,14,7,2,1,5,8,9,16,8,8,4,5,1,2,1,0,2,3,0,1
51137110300,VA00_SOMERSET,51,VA,3.82313100082,-7.80609313441,3.82278018012,-7.80830001641,277.98,27,1,1,1,1,0,1,0,1,2,0,2,6,3,3,3,2,0,0,0,0,0,0,0,28,3,0,1,1,0,0,2,2,3,1,2,1,5,1,3,1,1,0,0,0,0,0,1,25,3,1,1,2,0,0,0,1,1,1,0,3,3,3,3,0,1,0,0,1,0,1,0,56,2,1,3,2,0,0,1,2,7,1,4,5,9,7,5,2,3,1,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,177,19,19,16,10,7,1,5,13,21,13,20,13,8,5,4,1,0,0,0,0,1,1,0,110,15,7,8,6,4,5,3,5,17,9,8,10,6,3,2,0,1,0,0,0,0,1,0,221,40,41,26,17,11,2,5,7,10,8,6,14,12,9,4,1,0,2,1,2,1,2,0,240,51,35,38,15,10,7,5,8,9,10,10,4,7,8,7,2,3,1,2,1,0,4,3
51139030200,VA00_LURAY,51,VA,3.86589451647,-7.84481268139,3.86365334015,-7.8467171039,223.04,18,1,1,1,0,0,1,0,0,1,1,1,2,2,3,0,0,1,1,2,0,0,0,0,15,0,0,1,1,0,0,0,0,1,1,3,1,0,3,2,0,1,0,0,0,0,1,0,21,3,0,0,0,0,0,0,0,2,3,1,2,0,3,5,1,1,0,0,0,0,0,0,34,0,2,3,0,0,0,2,2,3,2,2,1,5,5,2,1,2,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,61,6,3,4,5,2,1,2,4,5,8,10,2,6,0,3,0,0,0,0,0,0,0,0,34,3,8,1,2,3,0,0,1,1,1,5,3,2,1,1,0,2,0,0,0,0,0,0,108,12,17,18,4,3,3,0,5,4,6,7,6,6,6,3,0,1,0,2,3,1,0,1,110,21,17,12,9,3,1,2,6,1,5,3,7,6,4,1,0,2,4,1,3,2,0,0
51141030100,VA00_STUART,51,VA,3.66783260269,-8.02843537012,3.66557863189,-8.02821133782,483.1,22,0,0,2,1,0,0,1,1,0,1,1,1,1,3,2,1,2,1,0,2,2,0,0,30,1,0,0,2,2,1,0,0,2,0,0,3,4,5,3,0,0,1,2,3,1,0,0,15,1,5,2,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,1,0,0,0,0,27,0,3,0,0,0,0,0,1,1,4,2,1,4,1,2,5,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,12,13,14,5,5,2,2,9,19,16,16,11,7,2,7,1,1,2,1,0,0,0,1,108,18,9,10,11,6,2,0,6,6,7,5,4,11,5,3,1,0,1,2,0,0,0,1,105,18,18,16,8,0,1,4,2,1,3,2,6,8,6,2,0,3,2,2,1,0,2,0,105,22,14,21,6,1,0,1,3,3,6,5,4,5,4,1,1,1,0,0,4,0,2,1
51143010200,VA00_HURT,51,VA,3.71284144085,-7.92991919514,3.71160571243,-7.92931809508,106.21,13,0,0,2,1,2,0,0,0,1,0,0,2,0,0,1,0,1,0,1,0,1,1,0,11,1,0,0,0,0,0,0,1,0,0,0,1,2,2,0,1,0,0,1,1,1,0,0,21,0,3,1,1,0,1,0,3,2,0,1,3,1,2,0,1,0,0,0,2,0,0,0,21,1,1,0,1,0,1,0,0,1,1,2,4,3,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,1,1,2,2,2,1,0,7,4,0,1,1,2,2,0,0,0,0,0,0,0,0,0,27,2,9,0,2,3,0,0,3,2,0,2,1,2,1,0,0,0,0,0,0,0,0,0,92,25,21,14,4,1,1,0,0,5,3,3,2,1,2,4,1,1,1,0,0,3,0,0,98,16,15,19,7,2,1,1,5,2,2,2,5,4,2,1,2,2,1,1,3,3,0,2
51143010500,VA00_CHATHAM,51,VA,3.68218198312,-7.95172689535,3.68137926465,-7.9480291897,181.66,15,1,0,2,3,1,0,1,0,1,0,0,0,1,0,2,0,1,0,1,0,1,0,0,14,0,1,4,1,1,0,0,1,2,0,2,1,0,0,1,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,2,2,2,1,3,2,5,8,5,5,9,6,3,3,1,0,0,0,0,0,0,0,0,23,1,3,3,1,0,2,1,2,1,0,3,2,3,0,1,0,0,0,0,0,0,0,0,75,10,15,12,3,4,2,0,1,2,5,3,3,7,2,3,0,0,2,0,0,0,1,0,56,12,4,8,4,0,1,1,1,1,4,2,0,4,6,3,0,1,1,1,0,1,1,0
51143010600,VA00_GRETNA,51,VA,3.69500401571,-7.9318839541,3.69611049581,-7.9335494347,383.69,15,0,0,0,0,1,1,0,0,2,0,1,0,0,0,3,2,5,0,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,1,2,2,0,1,0,0,1,1,1,0,0,0,7,0,0,0,0,1,1,0,0,0,0,0,3,0,1,1,0,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,1,1,0,2,4,2,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,4,2,2,0,0,0,3,4,6,5,6,4,3,1,2,0,0,0,0,1,0,0,0,17,3,4,1,0,0,0,0,0,1,2,2,1,0,2,0,0,1,0,0,0,0,0,0,64,15,9,14,2,2,0,0,0,3,2,0,1,2,2,3,1,3,2,1,1,0,0,1,50,5,12,7,4,1,1,0,1,1,1,1,3,3,1,1,1,0,0,1,3,3,0,0
51147930201,VA00_FARMVILLE,51,VA,3.74350673165,-7.83039980655,3.73630249756,-7.83504066067,448.77,44,1,2,0,1,2,1,2,6,2,2,3,1,3,10,3,3,1,0,0,1,0,0,0,41,1,1,4,2,4,3,1,3,2,3,2,2,1,2,7,2,0,0,1,0,0,0,0,96,2,8,5,2,2,3,4,4,12,6,14,9,5,4,6,2,3,1,1,2,1,0,0,118,4,10,7,5,6,2,5,10,11,3,9,11,5,8,7,3,2,3,2,2,1,2,0,5,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,111,6,10,12,6,6,2,3,19,11,9,7,5,3,6,2,1,2,0,0,0,0,1,0,76,5,10,7,3,7,3,3,6,4,5,8,4,6,2,1,1,0,1,0,0,0,0,0,191,29,33,36,9,8,4,3,8,9,7,6,8,1,6,9,1,4,2,1,1,3,2,1,253,38,37,32,11,10,9,7,9,11,14,7,11,9,7,10,6,10,1,1,5,2,4,2
51153900501,VA00_WOODBRIDGE,51,VA,3.85929603653,-7.73850053025,3.86359745804,-7.73192309425,190.32,822,89,88,83,45,18,12,12,30,61,74,69,69,54,46,18,11,15,5,10,7,4,1,1,776,74,76,59,45,23,5,9,35,60,65,76,59,60,45,32,9,14,8,6,4,5,4,3,7778,594,620,560,359,205,95,90,371,593,608,694,616,595,561,407,152,182,90,122,130,76,35,23,9113,621,629,614,343,176,94,93,352,657,762,851,759,734,672,610,194,274,107,179,188,120,51,33,173,17,5,4,9,6,1,7,13,17,14,14,14,16,13,8,1,8,3,1,2,0,0,0,196,13,16,10,6,3,6,3,9,21,16,12,14,14,23,9,7,5,2,4,2,1,0,0,11789,1260,1094,999,663,429,192,233,623,1145,1241,1224,988,691,453,236,62,88,48,43,49,18,5,5,10651,1108,1014,964,524,395,193,184,545,1014,1135,1043,858,591,438,278,68,80,44,57,52,29,21,16,6505,1128,970,848,448,216,87,90,281,449,417,355,330,296,239,147,30,59,27,29,28,13,7,11,6762,1061,975,890,445,211,112,67,276,518,507,422,354,309,213,172,46,46,24,29,30,27,18,10
51153901506,VA03_GAINESVILLE,51,VA,3.8812093463,-7.75976487422,3.881394665,-7.76110678643,4.05,7,0,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,15,0,2,1,0,1,0,1,0,0,1,1,3,1,1,0,0,1,0,1,0,0,1,0,461,47,37,35,18,9,1,3,8,19,30,70,40,29,30,15,10,9,5,13,22,6,5,0,514,33,51,27,14,8,3,4,10,29,54,50,51,43,24,25,12,14,8,15,22,12,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,93,10,8,7,4,0,3,0,0,9,20,13,7,3,3,4,0,2,0,0,0,0,0,0,99,9,8,10,3,1,0,0,4,17,19,9,7,3,5,2,1,1,0,0,0,0,0,0,156,29,30,18,9,2,3,4,3,7,9,7,11,4,9,7,0,2,1,0,0,0,0,1,184,33,35,27,13,4,2,2,5,9,14,10,7,6,5,4,0,1,2,1,1,1,2,0
