drug_id,LABEL,nrecs2006,nppl_any2006,nrecs2007,nppl_any2007,nrecs2008,nppl_any2008,nrecs2009,nppl_any2009,nrecs2010,nppl_any2010,nrecs2011,nppl_any2011,nrecs2012,nppl_any2012,nrecs2013,nppl_any2013
d04794,carbinoxamine/methscopolamine/pseudoephedrine,1555,825,260,130,,,0,0,0,0,0,0,0,0,0,0
d04795,budesonide-formoterol,0,0,31010,19105,239190,86615,512575,167285,877965,250755,1089585,291660,1315610,338185,1619975,422445
d04797,alfuzosin,281605,63750,323210,65590,318315,63725,309825,62285,295710,60185,247635,49450,230400,46600,278930,59940
d04798,tegaserod,530285,144410,152280,79075,20,20,0,0,0,0,0,0,0,0,0,0
d04799,fulvestrant,875,170,1240,235,1050,260,1125,245,1740,310,1595,315,1320,275,1310,260
d04801,olmesartan,1040240,209895,1281455,218170,1407625,246950,1561325,284040,1274400,254710,1047870,205980,1012420,184360,1157660,214865
d04802,treprostinil,30,15,,,75,15,,,115,35,30,15,150,25,145,30
d04803,voriconazole,8185,2695,10890,3260,11650,3525,10895,3390,12600,3650,14400,4365,15230,4805,17705,5330
d04805,rasburicase,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d04806,sodium oxybate,2515,555,3875,660,4375,695,5285,775,5920,850,6915,890,9655,1135,11280,1370
d04811,oxaliplatin,405,80,405,60,480,125,725,170,435,130,720,190,930,225,960,230
d04812,escitalopram,4605635,820870,5020930,799080,5009695,786190,4755235,736865,4547075,696730,4316810,652655,4090375,648415,4486985,743080
d04814,adefovir,15195,2290,19985,2655,20630,2580,15865,2050,12290,1555,9860,1270,8070,1055,6945,935
d04815,eplerenone,59280,11400,65480,11110,57735,9545,55415,9500,58750,10380,65490,12325,77665,14520,97735,19420
d04817,dexchlorpheniramine-pseudoephedrine,35,25,60,50,100,70,,,0,0,0,0,0,0,0,0
d04818,dexchlorpheniramine/dextromethorphan/pse,0,0,200,165,150,145,0,0,0,0,0,0,0,0,0,0
d04819,buprenorphine-naloxone,34535,5020,72120,10015,120775,15600,170460,21715,225045,26545,277185,30920,338335,35245,419445,41505
d04820,metformin-rosiglitazone,153510,52905,318900,61630,207855,35865,175995,29530,127070,23440,41165,8865,310,100,355,100
d04821,peginterferon alfa-2a,25050,5420,28485,6025,28390,5955,29685,6325,29490,6325,31540,7865,43600,9425,27535,6225
d04823,glipizide-metformin,67705,12590,72780,12205,72870,12055,70455,11725,64365,11270,61375,11645,63115,12070,100635,20415
d04824,ezetimibe,2871665,557420,3896360,672600,3195205,566240,2448865,426055,2264020,375680,2172665,378930,2190445,388295,2488085,453940
d04825,aripiprazole,1171655,176410,1348685,194405,1550060,228490,1814845,268990,1877860,266690,1981990,282750,2025420,284125,2235290,292040
d04826,nitazoxanide,2780,2125,2830,2265,2980,2310,3415,2535,3480,2520,3095,2220,2220,1800,2655,2045
d04827,atomoxetine,71110,13120,78745,12890,78875,13110,72800,12230,79565,13115,84415,13895,93940,16030,102400,16935
d04828,teriparatide,161110,33625,206210,37235,192855,35075,172330,31655,150595,27370,132465,24815,129000,24295,143380,27180
d04829,tiotropium,1599385,388580,2332830,500360,2659730,546035,2816590,567085,3009900,597655,3225820,638010,3443875,675415,3676030,738575
d04832,"diphtheria/hepb/pertussis,acel/polio/tetanus",0,0,0,0,0,0,0,0,0,0,,,0,0,,
d04835,adalimumab,88155,14250,109405,15750,121830,17290,128045,18375,139610,20215,156830,22535,173565,24525,210260,30485
d04836,cyclosporine ophthalmic,351245,113595,457255,139840,521910,160495,564720,179635,619110,201095,669795,219460,764080,249270,909135,301485
d04837,eprosartan-hydrochlorothiazide,24910,4865,20055,2945,14045,2095,6410,1290,3765,660,1645,415,1385,265,1840,345
d04839,insulin aspart-insulin aspart protamine,408680,76740,465655,83265,468030,85140,501130,88885,563585,98735,539475,98055,613820,108670,623030,114535
d04843,alefacept,,,0,0,0,0,55,20,135,25,105,25,0,0,0,0
d04844,camphor-menthol topical,,,0,0,0,0,0,0,0,0,0,0,0,0,70,55
d04849,eletriptan,59565,16970,63440,15435,55795,12715,56825,12960,29145,8630,22910,6285,27310,6560,38000,9690
d04850,carbetapentane/phenylephrine/pyrilamine,480,365,1130,860,765,605,70,65,45,45,,,0,0,0,0
d04851,rosuvastatin,2303115,488010,3008535,548120,3223955,604235,4071170,746360,4829600,869410,5339060,991505,5850045,1049665,6167080,1154330
d04853,enfuvirtide,17470,2645,18355,2435,9255,1505,5425,755,4800,675,3680,495,2970,430,2475,360
d04854,pegvisomant,420,55,625,65,820,80,1045,115,1285,135,1440,140,1400,145,1260,150
d04855,aprepitant,13520,5085,20105,7325,24910,9385,28875,10835,34750,12685,20270,7240,17495,6015,15520,5415
d04857,gatifloxacin ophthalmic,338700,252480,370480,271975,327385,241670,322085,235005,264700,191565,214815,146265,151550,98275,115275,74995
d04859,gemifloxacin,17705,15360,15460,13115,12890,11045,6880,5825,3965,3335,3450,2795,1215,870,765,455
d04860,moxifloxacin ophthalmic,356910,255815,425835,301185,450615,317035,489115,346065,544020,375535,552220,367605,530300,349330,486885,325395
d04861,diphenhydramine-phenylephrine,1740,1335,1925,1300,1040,700,155,135,40,40,20,15,0,0,0,0
d04862,brompheniramine/dm/guaifenesin/pse,0,0,35,25,35,25,0,0,0,0,0,0,0,0,0,0
d04864,carbetapentane-pseudoephedrine,170,125,175,145,175,125,,,0,0,0,0,0,0,0,0
d04866,agalsidase beta,,,,,,,,,,,140,20,665,35,590,30
d04868,gefitinib,1675,270,1020,155,765,95,620,85,470,50,290,50,0,0,0,0
d04869,chlorpheniramine/dihydrocodeine/pse,185,145,750,595,1465,1115,40,20,35,25,25,15,0,0,0,0
d04870,dihydrocodeine/guaifenesin/pseudoephedrine,95,85,805,625,610,495,,,0,0,,,0,0,0,0
d04871,bortezomib,,,155,40,295,65,435,130,630,130,710,160,1070,210,1350,315
d04872,atropine/cpm/hyoscyamine/pe/scopolamine,1455,815,40,30,0,0,0,0,0,0,0,0,0,0,0,0
d04873,salicylic acid-sodium thiosulfate topical,,,,,,,0,0,0,0,,,0,0,0,0
d04875,betaine,200,45,205,30,155,25,220,30,245,25,235,30,230,30,210,25
d04877,carbidopa/entacapone/levodopa,110755,17405,131220,18685,139020,19825,134235,19000,130335,18225,128620,17195,120475,16475,130260,17385
d04878,hydrochlorothiazide-olmesartan,743155,147440,940375,156605,996940,168605,1008365,178190,812745,156725,668565,130030,634490,113430,712610,132145
d04879,phenylephrine-potassium guaiacolsulfonate,,,,,0,0,0,0,0,0,0,0,0,0,0,0
d04880,brompheniramine/hydrocodone/pseudoephedrine,640,520,4345,2855,1920,1510,,,0,0,0,0,0,0,0,0
d04881,omalizumab,3470,660,5300,755,5030,690,4830,655,4430,590,4915,660,5870,780,7300,1040
d04882,atazanavir,128410,18595,153700,20480,164145,21375,177325,22560,188930,23565,196595,23930,194805,23175,184060,21505
d04883,aspirin-pravastatin,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d04884,emtricitabine,11630,1955,12020,1930,13195,1905,15300,2105,16920,2355,18110,2340,19570,2695,20935,2735
d04888,palonosetron,305,125,405,165,555,190,795,200,895,210,950,290,1175,340,1250,310
d04889,miglustat,0,0,0,0,0,0,,,0,0,0,0,,,70,15
d04890,ciprofloxacin-dexamethasone otic,76175,53840,97065,67890,111445,78780,119990,84690,122605,87285,121205,87770,139540,100830,151680,110030
d04893,vardenafil,160075,58560,12240,4075,19110,5310,14610,4415,14445,3755,12435,3715,16215,5160,23520,8260
d04894,daptomycin,5885,1385,12045,2490,14985,3580,20305,4545,22185,5325,25470,5880,27945,6555,28800,6330
d04895,carbetapentane/diphenhydramine/phenylephrine,255,240,595,490,270,215,,,0,0,0,0,0,0,0,0
d04896,tadalafil,257075,82010,14260,4855,12125,4605,11975,4600,19335,5570,33275,8480,69615,18705,143045,37000
d04898,epinastine ophthalmic,106005,45040,106410,42285,82530,32785,79650,29555,61350,23035,39585,14490,26205,9395,29160,10430
d04899,memantine,2272305,346150,2997510,419120,3339620,455435,3566130,484360,3776220,513435,3866330,518935,3854505,516080,5118215,552720
d04900,salicylic acid-urea topical,0,0,0,0,0,0,15,15,,,0,0,0,0,0,0
d04901,fosamprenavir,43450,6585,46760,6520,46670,6240,46035,5785,42160,5105,38600,4565,35000,4170,28595,3370
d04902,efalizumab,2945,480,3725,555,3475,520,675,270,0,0,0,0,0,0,0,0
d04903,guaifenesin/phenylephrine/pyrilamine,185,90,35,35,0,0,0,0,0,0,0,0,0,0,0,0
d04904,chlorpheniramine/dihydrocodeine/phenylephrine,40,40,270,210,885,605,,,15,15,,,0,0,0,0
d04905,brompheniramine/dextromethorph/phenylephrine,95,95,420,335,235,180,55,45,0,0,,,0,0,25,25
d04907,dichlorotetrafluorethane-ethyl cl topical,0,0,,,,,0,0,0,0,0,0,0,0,0,0
d04911,pentafluoropropane-tetrafluoroethane topical,20,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d04912,sulfacetamide sodium-urea topical,1585,875,1335,540,660,260,315,120,195,60,20,15,,,0,0
d04913,lansoprazole-naproxen,11510,5285,7235,2435,4310,1195,585,335,0,0,0,0,0,0,0,0
d04914,estradiol-levonorgestrel,5940,1595,7440,1665,6955,1510,6915,1505,6605,1410,5640,1325,5135,1265,4795,1225
d04915,sertaconazole topical,11030,6575,12560,7640,12075,7125,12950,7815,13120,7475,10705,6425,6340,3990,4380,2855
d04917,fluoxetine-olanzapine,36070,7325,37335,6735,39215,7110,33650,7210,36960,6765,34875,6075,30100,4605,26720,4185
d04921,tetanus-diphth toxoids (td) adult/adol,1580,1515,2905,2790,3955,3805,5060,4860,4650,4470,4425,4345,4820,4680,4265,4115
d04925,diphenhydramine/hydrocodone/phenylephrine,375,300,7460,4795,785,695,0,0,0,0,0,0,0,0,0,0
d04929,trospium,114725,29445,136935,32240,164630,38935,183825,38945,164890,36410,162475,36835,152200,32910,169110,37715
d04933,telithromycin,98960,82870,14455,11570,1265,825,550,230,480,195,330,120,170,80,65,40
d04935,tinidazole,1045,865,1530,1255,2105,1755,2585,2045,2725,2160,0,0,1795,1385,3605,2630
d04961,lanreotide,0,0,,,,,120,20,270,55,610,75,945,110,1220,150
d04976,deferiprone,0,0,0,0,0,0,0,0,0,0,0,0,415,70,620,105
d04986,acamprosate,30475,9905,34260,10460,31355,9250,29240,8275,26600,7260,24440,6840,22445,6145,22965,6245
d04991,apomorphine,605,240,935,290,995,265,815,220,945,190,675,140,470,145,0,0
d05027,estriol,5265,1770,6555,1980,3575,1100,35,35,0,0,0,0,0,0,0,0
d05044,betamethasone-calcipotriene topical,8030,4615,18150,8345,18380,8335,16055,7080,10595,5220,8675,4355,11085,5500,13865,6800
d05047,pemetrexed,110,30,65,25,165,20,390,70,350,100,800,170,1060,220,880,185
d05048,amlodipine-atorvastatin,497735,101700,672360,112760,555455,91680,386290,66925,261140,46135,159335,30395,86160,18445,110435,24325
d05049,calcitriol topical,0,0,0,0,0,0,3415,2020,5450,2730,5545,2530,4745,2280,4870,2405
d05101,cetuximab,120,30,90,25,145,40,265,70,260,50,370,75,480,95,615,120
d05106,brompheniramine/dm/guaifenesin/phenylephrine,,,50,40,95,90,0,0,0,0,0,0,0,0,0,0
d05117,guaifenesin-potassium guaiacolsulfonate,600,305,265,175,0,0,0,0,0,0,0,0,0,0,0,0
d05119,dextromethorphan/gg/k guaiacolsulfonate,0,0,35,25,0,0,0,0,0,0,0,0,0,0,0,0
d05145,artemether-lumefantrine,0,0,0,0,0,0,20,15,40,30,65,35,90,40,240,95
d05150,carbinoxamine/dextromethorphan/phenylephrine,25,20,,,0,0,0,0,0,0,0,0,0,0,0,0
d05157,dexbrompheniramine/dextromethorphan/pe,65,45,455,285,205,170,20,20,0,0,0,0,0,0,0,0
d05214,bevacizumab,500,130,780,165,990,160,1370,280,1650,315,2360,425,2060,375,2125,415
d05216,diphenhydramine-zinc acetate topical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
d05217,mycophenolic acid,6960,1660,7265,1250,8465,1360,8665,1535,11010,1760,12225,1985,13785,2180,16430,2670
d05218,cinacalcet,252620,53065,346440,63895,398795,70465,395100,69890,420810,72180,460230,79520,541720,90100,635615,98270
d05232,iloprost,,,,,,,0,0,,,0,0,0,0,,
d05234,hyaluronan,25,20,15,15,0,0,0,0,,,0,0,0,0,0,0
d05238,benzoyl peroxide-urea topical,870,430,590,345,345,160,150,100,80,55,70,40,0,0,0,0
d05262,mometasone,105075,45525,185070,60690,197275,59780,172760,49165,143690,42350,143920,40775,144745,41240,161815,45775
d05265,nebivolol,0,0,0,0,105075,33040,405770,88970,737135,142010,1047075,190515,1302110,231610,1572535,276855
d05269,cadexomer iodine topical,10175,5470,3375,2085,585,385,210,120,120,110,0,0,0,0,0,0
d05278,insulin glulisine,10290,4170,33550,9480,44090,10935,45775,10735,49065,12780,58260,15795,51445,14225,67495,18480
d05283,brimonidine-timolol ophthalmic,0,0,930,875,129030,41825,310415,73270,415690,92265,499135,106705,575030,118030,658830,137820
d05292,apap/caffeine/phenyltoloxamine/salicylamide,4275,1935,2655,960,1060,305,370,150,215,90,265,85,15,15,0,0
d05293,azacitidine,45,20,65,20,115,35,260,65,275,65,320,65,265,75,350,90
d05294,rifaximin,18160,10415,31970,15980,30150,13035,35435,14610,45875,18015,77100,24940,97985,27755,132620,34520
d05303,chlorpheniramine-codeine,0,0,0,0,435,340,30,30,60,50,0,0,,,30,25
d05332,pitcher plant,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0
d05334,brompheniramine/codeine/phenylephrine,0,0,0,0,140,95,0,0,0,0,0,0,0,0,0,0
d05337,pneumococcal 23-polyvalent vaccine,1055,1035,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d05338,diphtheria-tetanus toxoids (dt) ped,15,15,50,50,65,65,35,35,90,90,45,45,70,70,0,0
d05339,hepatitis a pediatric vaccine,95,85,65,60,135,125,180,160,100,90,190,165,245,235,305,290
d05340,hepatitis a adult vaccine,1535,1375,2010,1805,2095,1870,1700,1495,1840,1585,2035,1760,2570,2340,3790,3455
d05342,haemophilus b conjugate (prp-omp) vaccine,,,20,15,0,0,,,0,0,0,0,0,0,40,25
d05343,haemophilus b conjugate (prp-t) vaccine,15,15,45,45,25,25,20,20,20,20,90,90,70,70,140,115
d05348,ezetimibe-simvastatin,3012645,602940,4044315,695840,3152780,574135,1926180,342910,1498585,261340,1110610,210700,847870,160660,807830,160665
d05349,bisacodyl-peg 3350 with electrolytes,130495,126935,163470,159150,167565,162955,168145,163260,123070,120190,75615,73560,66615,64675,36140,35295
d05350,polyethylene glycol 3350,2082125,638265,2355260,690760,1950825,549295,2026465,572270,2171055,588150,2347735,644855,2523630,697875,2613275,746955
d05351,acetaminophen/phenyltoloxamine/salicylamide,4625,2340,3850,1825,1930,1125,1795,860,755,390,85,65,0,0,0,0
d05352,emtricitabine-tenofovir,159155,24420,192080,26560,221830,29255,260185,32900,294400,36590,330555,40190,349300,41675,360505,42065
d05354,abacavir-lamivudine,63065,9465,82955,11035,94060,11825,100620,12405,108610,13005,118250,14170,124755,14565,132365,15040
d05355,duloxetine,1462510,297430,2332960,400060,2787750,439795,3009465,460480,3191940,475025,3608890,550920,4095925,622925,4926915,695775
d05356,carbetapentane-phenylephrine,60,55,295,190,45,40,0,0,0,0,0,0,0,0,0,0
d05357,ibandronate,672920,169715,998355,212065,1182510,234030,1228920,237500,1193160,231140,994670,195430,652135,143850,613690,136840
d05361,carbetapentane-guaifenesin,1745,1390,2780,2035,435,395,30,25,35,35,,,0,0,0,0
d05365,dexchlorpheniramine/hydrocodone/phenylephrine,85,65,380,195,405,260,0,0,0,0,0,0,0,0,0,0
d05389,bisacodyl-magnesium citrate,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d05395,lanthanum carbonate,81650,25875,90000,26280,87245,24605,89060,23885,78345,20290,72170,17770,65230,15625,65175,15245
d05399,amoxicillin/clarithromycin/omeprazole,0,0,0,0,0,0,0,0,0,0,0,0,65,65,325,325
d05411,chlorpheniramine-methscopolamine,4865,2685,7295,3935,3005,2000,1920,1080,180,135,70,65,0,0,0,0
d05412,erlotinib,31455,9015,37665,10040,37725,9490,36890,9050,36265,8620,40025,9155,42490,8790,46320,9195
d05413,solifenacin,321090,85435,596635,134630,742315,157595,800205,163445,751185,178990,993285,214620,1162665,243060,1496400,293365
d05414,natalizumab,65,25,245,45,475,75,620,90,710,105,1150,165,1200,175,1945,265
d05415,ibuprofen-oxycodone,5385,3410,2115,1030,1250,675,1105,530,620,305,505,215,345,130,350,120
d05418,pegaptanib ophthalmic,,,40,20,,,,,,,0,0,0,0,0,0
d05419,carbinoxamine-phenylephrine,240,175,45,35,0,0,0,0,0,0,0,0,0,0,0,0
d05420,aloh/diphenhyd/lidocaine/mgoh/simeth topical,1370,940,2205,1325,2360,1730,1900,1400,625,545,705,475,,,,
d05421,eszopiclone,724765,229760,881195,216980,791675,175465,725240,151785,616220,133875,596630,126440,574750,116035,590425,116030
d05422,darifenacin,328870,84495,488505,106520,499235,104855,520405,106430,614030,119780,651930,121590,526105,100520,228925,55415
d05423,clofarabine,0,0,,,,,0,0,0,0,0,0,0,0,0,0
d05424,ziconotide,,,,,80,15,80,15,0,0,,,,,0,0
d05425,loteprednol-tobramycin ophthalmic,24845,18680,35085,26415,40605,29975,37735,26920,33470,24550,28420,20575,25055,18115,21100,15475
d05426,brompheniramine/hydrocodone/phenylephrine,50,50,430,325,50,40,0,0,0,0,0,0,0,0,0,0
d05427,paclitaxel protein-bound,0,0,50,15,230,30,210,40,285,40,120,30,105,50,330,95
d05432,meningococcal conjugate vaccine,20,20,100,95,65,65,205,200,210,210,330,330,970,950,1075,1025
d05433,digestive enzymes/hyoscyamine/phenyltoloxamin,295,170,785,300,820,345,,,,,0,0,0,0,0,0
d05434,brompheniramine/carbetapentane/phenylephrine,15,15,110,85,195,175,15,15,,,,,0,0,0,0
d05435,citric acid/mg oxide/na picosulfate,0,0,0,0,0,0,0,0,0,0,0,0,230,230,10260,10150
d05436,insulin detemir,40045,16040,173045,47060,339380,78120,528225,116595,734145,149535,897540,180230,1208850,239350,1682200,322770
d05450,aldioxa-chloroxylenol topical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
d05465,ciclesonide,0,0,0,0,530,375,4150,1640,9005,2880,12270,3575,14550,4045,17260,4450
d05470,ascorbic acid-iron polysaccharide,265,150,0,0,,,0,0,0,0,0,0,0,0,50,40
d05473,desloratadine-pseudoephedrine,10740,5750,16860,7810,12375,5775,11950,5250,7150,3175,5560,2505,5815,2085,3165,1345
d05487,micafungin,225,25,750,145,480,180,1255,365,1710,525,2645,695,2220,630,2860,805
d05488,pramlintide,23320,5880,35110,7450,39030,8030,35370,7555,34605,7050,30065,6770,25345,5620,21460,4605
d05508,pregabalin,1169320,337685,1772535,413860,2246255,465140,2142435,384480,2218290,399600,2366645,418635,2446810,424340,2877265,496090
d05518,bromfenac ophthalmic,39895,22985,89440,50250,117930,66725,159695,88850,195645,110300,172155,100010,205080,114300,207460,116470
d05525,entecavir,4980,920,11505,1680,17060,2305,21830,2920,27570,3830,33025,4310,38225,4770,41230,5270
d05526,alendronate-cholecalciferol,450570,110235,833505,164230,776150,147240,272700,62635,86770,22825,28460,8200,14700,3625,9300,2750
d05529,exenatide,210860,50695,319280,65120,331565,63775,289970,55730,262535,53205,248165,52535,247565,49760,260340,53450
d05530,drospirenone-estradiol,0,0,755,255,1290,290,1500,355,1350,305,850,200,995,200,1165,270
d05537,tigecycline,2430,500,5410,1345,6705,1860,10035,2570,9230,2710,7645,2305,7720,2260,7370,2145
d05538,tipranavir,8460,1480,6830,1000,5355,700,4450,560,3515,470,3105,355,2445,290,2100,250
d05539,dexchlorpheniramine/methscopolamine/pse,760,615,3475,2365,1470,1015,410,365,0,0,0,0,0,0,0,0
d05540,hydralazine-isosorbide dinitrate,22860,7015,34345,8385,36170,7990,35755,7500,32620,6850,33955,7290,35895,7890,42050,8895
d05541,lidocaine-tetracaine topical,,,85,30,130,20,20,15,110,55,110,30,220,70,200,65
d05543,dapsone topical,0,0,0,0,50,40,1065,605,1140,665,1190,700,1775,985,2705,1615
d05544,acetaminophen/guaifenesin/phenylephrine,95,85,600,530,100,85,0,0,0,0,0,0,0,0,0,0
d05578,ramelteon,128080,56085,194390,65240,158615,44635,120660,30935,89615,21405,72635,16660,55390,12740,55640,13635
d05612,rasagiline,9180,4075,38900,7800,48435,9025,61820,11745,77525,14630,100430,17595,120605,21150,156150,26315
d05626,everolimus,0,0,0,0,0,0,1195,450,2635,770,4940,1155,11405,3260,23110,5375
d05630,calcium carbonate-risedronate,40925,10615,55180,10235,40680,7115,19330,3585,3310,1605,20,20,0,0,0,0
d05633,nepafenac ophthalmic,87660,52435,125880,75660,157200,94120,189835,113770,211075,127980,223065,132210,305930,179480,359695,211005
d05634,galsulfase,0,0,0,0,0,0,,,,,0,0,0,0,0,0
d05635,metformin-pioglitazone,118425,30005,231190,47035,284365,51110,291995,50910,293180,52480,282130,49615,205060,36160,178295,31970
d05636,mecasermin,0,0,0,0,0,0,0,0,0,0,,,0,0,,
d05637,lactobacillus rhamnosus gg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,55
d05644,acetaminophen/caffeine/isometheptene mucate,40,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d05645,measles/mumps/rubella/varicella virus vaccine,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
d05646,saccharomyces boulardii lyo,,,,,0,0,,,0,0,0,0,0,0,55,45
d05651,sodium hyaluronate topical,4380,3170,5200,3640,3045,2150,925,640,125,95,40,25,0,0,,
d05657,m-cresyl acetate otic,270,235,330,250,190,100,145,60,110,40,85,80,55,50,0,0
d05659,deferasirox,8205,1675,13415,2165,14760,2545,15005,2565,14840,2415,15505,2560,15250,2550,15050,2725
d05660,hydroxyquinoline topical,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,30
d05668,carbinoxamine/hydrocodone/phenylephrine,85,65,85,65,,,0,0,0,0,0,0,0,0,0,0
d05674,glimepiride-rosiglitazone,75190,20985,122805,23255,75680,12430,55520,8820,38220,6460,13545,2760,105,35,,
d05690,ferrous fumarate-iron polysaccharide,55,35,0,0,0,0,0,0,0,0,0,0,0,0,,
d05691,sorafenib,3935,1340,6865,2060,9030,2620,8765,2590,8480,2605,9885,2830,10725,2920,11110,3105
d05694,abatacept,75,35,585,140,1070,245,2525,505,2450,415,2690,590,12490,2390,22380,3895
d05696,lenalidomide,8730,2730,22105,5060,31910,6360,38015,7250,51720,9330,67085,11505,78385,12850,98960,15595
d05701,acetaminophen/caffeine/phenyltoloxamine,690,410,630,325,295,175,80,70,45,20,,,0,0,0,0
d05704,immune globulin subcutaneous,175,20,365,30,285,40,685,45,1220,80,905,90,1015,125,1470,185
d05717,sunitinib,4365,1540,8455,2195,7770,1970,8630,1995,7160,1820,8780,2085,10630,2205,11645,2480
d05719,ranolazine,18355,7110,91480,21310,146415,28600,212530,42795,303455,59950,391095,75125,477855,90440,599930,111520
d05736,lubiprostone,29250,14580,181860,59770,238700,61345,243770,55270,231425,53955,261910,60215,327520,71945,460030,100870
d05753,miconazole-zinc oxide topical,1015,600,5135,2430,5415,2515,4040,1675,2715,1165,1965,810,1520,590,1235,555
d05765,"insulin inhalation, rapid acting",720,500,6705,1975,540,280,0,0,0,0,0,0,0,0,0,0
d05766,chlorpheniramine/dm/methscopolamine,35,30,390,305,360,220,,,0,0,0,0,0,0,0,0
d05767,anidulafungin,80,20,285,30,110,45,285,50,200,45,275,45,90,20,,
d05770,omeprazole-sodium bicarbonate,42880,16300,108825,32325,137465,34630,107895,27755,82190,20870,64760,14645,40075,9680,36100,8450
d05773,l-methylfolate,25,15,225,130,860,550,320,75,565,130,750,125,2140,520,5205,1340
d05774,ammonium lactate-urea topical,445,300,440,280,,,0,0,0,0,0,0,0,0,0,0
d05775,apap/caffeine/mg salicylate/phenyltoloxamine,950,670,1475,885,705,355,150,95,75,35,,,0,0,0,0
d05777,iodine-potassium iodide,,,95,85,80,70,0,0,0,0,0,0,,,20,20
d05781,"tetanus/diphtheria/pertussis, acel (tdap)",165,165,1465,1440,2915,2875,3035,2995,13205,13115,26915,26710,88580,87920,86515,85625
d05782,"diphtheria/tetanus/pertussis, acel (dtap)",25,20,70,70,105,105,65,65,60,60,85,85,130,130,135,130
d05785,"rabies vaccine, human diploid cell",0,0,120,50,25,25,30,20,70,55,35,25,50,25,20,15
d05786,"rabies vaccine, purified chick embryo cell",25,20,50,30,55,25,170,70,60,30,85,55,60,40,95,70
d05787,alglucosidase alfa,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0
d05788,decitabine,0,0,,,0,0,,,,,95,35,150,35,145,35
d05806,ferrous fumarate/fa/iron polysaccharide,,,770,235,595,180,0,0,0,0,0,0,0,0,0,0
d05807,varenicline,62445,40290,565580,263420,461595,205320,316335,140280,276945,124530,265455,120740,226505,104770,243730,110475
d05813,zoster vaccine live,4185,4150,178915,177825,225285,222320,312355,310095,198960,197530,322700,320880,678155,675885,720395,717855
d05817,human papillomavirus vaccine,25,25,485,260,415,260,230,155,265,150,235,170,310,185,355,225
d05825,darunavir,4625,1560,26490,4315,51830,7610,80825,11160,115390,15160,151765,19460,183970,23030,219710,26065
d05831,dasatinib,620,260,3180,660,4425,775,5460,820,6150,1025,7320,1160,9105,1500,13105,2010
d05835,ranibizumab ophthalmic,0,0,0,0,0,0,0,0,,,50,15,,,240,60
d05842,levoleucovorin,0,0,0,0,0,0,0,0,,,0,0,210,70,275,60
d05847,efavirenz/emtricitabine/tenofovir,12260,4400,71085,10840,104225,14015,132960,16865,155135,18875,172845,20170,182520,21135,190735,21295
d05848,rotigotine,0,0,12055,4905,14465,5700,,,0,0,0,0,8455,3515,49130,11265
d05851,levocetirizine,0,0,5995,4510,98835,37770,145600,46400,124340,38655,123985,43065,267540,76905,425560,119665
d05853,posaconazole,85,55,1600,475,2235,635,2285,685,2615,630,2405,735,2535,775,4040,1025
d05855,idursulfase,0,0,,,,,,,0,0,0,0,0,0,0,0
d05856,glimepiride-pioglitazone,395,305,14475,3795,28150,5425,30925,5515,25720,4500,21330,3465,14840,2435,11690,2195
d05864,complement c1 esterase inhibitor,0,0,0,0,0,0,265,30,700,70,1310,90,2275,110,1930,165
d05866,guar gum,35,15,0,0,0,0,0,0,0,0,0,0,0,0,,
d05875,carbetapentane-diphenhydramine,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0
d05876,dexchlorpheniramine/dextromethorphan/pe,,,,,0,0,0,0,0,0,0,0,0,0,0,0
d05877,dextromethorphan/diphenhydramine/pe,0,0,15,15,15,15,25,20,0,0,0,0,0,0,0,0
d05879,panitumumab,0,0,90,20,,,0,0,,,,,0,0,0,0
d05886,sodium glycerophosphate,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15
d05891,vorinostat,50,35,220,95,475,120,440,135,255,85,435,150,660,175,660,125
d05893,arformoterol,0,0,3445,1445,7530,2525,8790,2635,9305,2425,10935,2950,12150,2790,13665,3550
d05896,sitagliptin,7970,6405,488405,128385,1053250,195135,1373380,234885,1615960,277310,1970280,346450,2433420,416060,2809640,473545
d05897,benzoyl peroxide-salicylic acid topical,0,0,,,20,15,,,,,0,0,0,0,0,0
d05899,ciclesonide nasal,0,0,0,0,4800,3350,21225,10915,28060,14505,32405,16595,14465,8385,22205,9775
d05912,telbivudine,15,15,830,165,1640,235,1165,180,650,95,355,50,330,50,350,60
d05973,clindamycin-tretinoin topical,0,0,610,435,715,440,885,555,825,645,905,690,440,325,540,340
d05982,sinecatechins topical,0,0,0,0,0,0,65,45,190,125,305,210,545,320,750,440
