HRR #,HRR City,State,Resident Population (2010),"Total Physicians per 100,000 Residents (2011)","Primary Care Physicians per 100,000 Residents (2011)","Total Specialists per 100,000 Residents (2011)","Medical Specialists per 100,000 Residents (2011)","Hospital-Based Physicians per 100,000 Residents (2011)","Surgeons per 100,000 Residents (2011)","Resident Physicians per 100,000 Residents (2011)","Allergists/ Immunologists per 100,000 Residents (2011)","Anesthesiologists per 100,000 Residents (2011)","Cardiologists per 100,000 Residents (2011)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (2011)","Critical Care Physicians per 100,000 Residents (2011)","Dermatologists per 100,000 Residents (2011)","Emergency Medicine Physicians per 100,000 Residents (2011)","Endocrinologists per 100,000 Residents (2011)","Family Practice Physicians per 100,000 Residents (2011)","Geriatricians per 100,000 Residents (2011)","General Surgeons per 100,000 Residents (2011)","Gastroenterologists per 100,000 Residents (2011)","Hematologists/ Oncologists per 100,000 Residents (2011)","Infectious Disease Specialists per 100,000 Residents (2011)","Internal Medicine Physicians per 100,000 Residents (2011)","Neonatologists per 100,000 Residents (2011)","Nephrologists per 100,000 Residents (2011)","Neurosurgeons per 100,000 Residents (2011)","Neurologists per 100,000 Residents (2011)","Obstetrician/ Gynecologists per 100,000 Women Age 15-44 (2011)","Ophthalmologists per 100,000 Residents (2011)","Orthopedic Surgeons per 100,000 Residents (2011)","Otolaryngologists per 100,000 Residents (2011)","Pathologists per 100,000 Residents (2011)","Pediatricians per 100,000 Residents (2011)","Plastic & Reconstructive Surgeons per 100,000 Residents (2011)","Psychiatrists per 100,000 Residents (2011)","Pulmonologists per 100,000 Residents (2011)","Radiologists per 100,000 Residents (2011)","Radiation Oncologists per 100,000 Residents (2011)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (2011)","Rheumatologists per 100,000 Residents (2011)","Urologists per 100,000 Residents (2011)","Vascular Surgeons per 100,000 Residents (2011)"
440,Spokane,WA,1514062,195.53933628,76.920951964,116.10622186,41.761658621,25.417841158,39.192345104,11.005828607,0.7632461513,12.19724055,5.0594052482,0.8046177561,1.6161494291,2.0905748034,12.282154355,0.9746150059,45.720040615,0.907105162,6.895749608,2.8854683662,2.4540636033,0.8198003447,21.546734303,0.6956836017,1.5017154187,1.7713750891,2.3269301035,48.904455801,4.2729253478,7.8735345028,2.7510539376,3.4726952398,9.9194025089,1.3949142901,6.3203369049,0.8485899961,9.55798053,1.1519016343,1.9959703859,0.9722887569,2.350437593,0.6284009639
441,Tacoma,WA,802408,229.97170903,84.701541994,143.01952919,55.412460171,30.053431675,41.744760636,29.724714764,1.2545181337,17.269416062,5.2740169492,1.378141607,2.4069356896,2.5538577013,14.93413971,0.9446389944,38.521409672,1.5478893578,6.5889932274,3.498937499,3.410565703,1.2817970195,29.797940234,1.2785045936,2.0929805824,0.9584578523,4.1953877678,53.926073234,5.0386563238,6.6330507092,3.260352204,2.9979840257,16.291600328,2.1448802255,9.9347698601,1.1878545326,12.006558759,1.4445333299,2.7226148488,1.5667809099,3.0410836923,1.1960414994
442,Yakima,WA,297768,187.22189976,77.402116346,106.30676456,37.272898566,25.047583167,37.372073975,17.806380182,0.49361617,11.878149579,3.8015435748,0.5794401167,1.8681527765,1.2534732396,11.889787389,0.9489045517,47.977858133,0.3121487607,6.5669639734,2.3239528413,3.1904787143,1.1183311812,21.365143835,0.7599403405,1.3876112009,1.617979478,1.7673284677,54.651819835,2.8057433644,8.0435929909,2.0133979928,2.9822525259,9.3136304479,1.1997998715,5.621338146,0.5489496187,6.062217608,0.9530703734,2.2635914857,0.6018245276,2.1369236627,0.9948616065
443,Charleston,WV,842347,198.32599362,78.126037543,117.77776081,39.613509572,21.599124202,41.817241539,28.010652212,0.7501682433,8.5704000862,5.6178552549,1.3470422651,1.9015485654,1.7029005581,8.9514081849,1.1975527951,41.936936949,0.732630485,10.017962571,3.0871434897,2.3076337739,0.8057579336,22.610321025,0.8797615969,2.2628208986,1.3141409194,2.6560932279,56.801187739,4.1066834901,5.122230984,2.6044357918,4.6243866227,13.967105548,1.6916690188,8.3688978741,1.1602161453,8.398852375,1.0869403103,2.5277532217,0.7892737452,2.7300239414,0.7968049782
444,Huntington,WV,357937,204.46998913,79.639935117,122.66610649,45.486314661,22.443167689,39.056367204,38.301976038,0.9696179252,8.9769074591,7.1650602773,1.6955932631,2.2074270567,1.7573813505,7.413052665,1.7368996784,40.809053077,0.7635586986,7.3535062723,2.9272441594,3.191469883,1.3145537104,22.23591206,0.9830506809,3.0277892211,1.6869803643,4.2026823855,51.144528489,4.0342267749,5.7681495152,3.060219903,5.495238659,17.35036223,1.4630348263,10.123259437,1.8958480543,10.987744793,1.290596189,2.9457882895,0.9558171684,2.6113824813,0.6716580666
445,Morgantown,WV,400181,189.45441757,71.534244169,115.6359007,41.015187537,21.765202635,37.137698534,58.307225913,0.8433176971,8.7473109503,4.6221223153,1.2191755664,2.1519737732,2.7584432949,12.702983499,0.7248029121,42.757191898,0.2658911913,7.2263972485,2.1735608558,3.2374631007,0.7005291337,16.807273888,0.8561995722,1.2125053608,1.7971756536,4.4567179726,47.174857763,5.2223720948,5.4806587123,2.6666869847,4.0760248208,12.072572182,0.7737544058,9.105469099,1.076292126,8.39961878,0.3080874936,1.0557834127,0.8781971306,1.7155733981,0.6253480062
446,Appleton,WI,320485,180.39601741,74.28374221,103.85496182,30.505539365,23.135817146,40.434085306,10.004564601,0.8739972102,9.6909694475,5.5104246933,0.7578432556,0.9767430629,1.5150497642,5.98086327,0.3666200971,49.319319431,0.6092718575,7.8221018993,1.0208170823,1.4292116392,0.7615075501,16.120776712,0.7713423106,1.0923339044,1.4736062545,2.4200571745,49.500411363,3.8911778251,8.7906342669,2.3290219727,4.0273844102,9.0975386387,1.021709939,6.5701417915,0.8311723162,11.925511122,1.1342297784,2.8046411462,0.8527662039,2.5282809116,0.3432295299
447,Green Bay,WI,518935,184.32899762,65.190664798,116.76860948,41.256889178,22.565684036,40.711743944,7.6041565092,0.6076913453,9.6687789939,4.937992654,1.2503134768,2.0453176839,3.0060854047,8.3171218675,0.6238718542,34.013344714,0.9203180442,7.1678101658,3.2204258623,3.7119336122,0.9666579914,20.448937097,2.2365279601,1.5230747859,1.0799515391,2.9481985152,66.277197338,4.4069437137,7.1181051437,2.2215783909,2.4464930621,10.807511964,1.1981293795,7.7818295997,0.7779019824,8.2691925308,1.7522417201,2.5340963553,0.9572834602,2.229100407,0.4346431696
448,La Crosse,WI,359246,207.04606019,86.325926093,118.63667124,48.401292422,21.963785887,33.986364501,30.562880334,1.6022648927,8.5427387654,4.9938767612,0.9226313244,2.278964712,2.1819810858,9.4524466171,1.8880230679,53.243353774,0.8951990483,8.2260992223,2.7719732509,4.1806653062,1.3109434237,23.482246095,1.3528608146,1.6438664023,1.0183915375,4.8706462285,38.123363211,3.4898840859,5.9043104937,2.9844523605,4.0318278759,9.4704336454,0.6974590203,10.618353667,1.189498468,11.312557263,1.1976749253,4.3905947643,1.2013269376,2.0816586166,0.583018254
449,Madison,WI,1091626,219.29872563,89.540302623,127.48776043,48.947228429,23.273688342,36.580339604,47.834291128,1.7779557524,9.9141904294,5.9266548341,0.9004400623,2.2360383715,3.2539787603,9.6937678674,1.650334026,48.982939778,1.335962573,5.9955212895,3.1930846611,4.3091846818,1.1521813054,26.033231053,0.8099056254,1.9846412892,1.6459468739,3.7558283094,43.325170729,4.9441819142,6.6031563649,2.7035265497,3.885774471,14.358840612,1.0470674777,13.325142233,1.0516106109,10.965080454,1.6194203132,2.3159270275,1.8840577766,2.4612522384,0.4920171444
450,Marshfield,WI,372884,235.40787894,96.4794251,136.90521828,47.074456906,24.97460852,50.599622158,18.953299642,0.650676375,11.65456765,5.5660709337,0.8263592821,2.1166398527,2.3825036769,10.348706712,1.1283098047,49.676535221,0.5646033239,9.8182667457,3.2762236856,2.940831173,1.2014423259,31.689973923,0.9532632983,2.5172009865,1.1212180678,5.8160368232,70.875932765,5.6452944644,10.276855027,3.5530787286,6.2821057852,15.199756774,1.2155078908,8.8181298099,0.863264444,13.891521302,0.6316111809,3.9978900328,1.480711561,2.665765246,0.5067405954
451,Milwaukee,WI,2710788,225.83783851,78.878258355,144.43385103,55.018452261,29.641092418,41.824135153,38.561357436,1.4063597265,17.1154171,7.0349493855,1.3450447959,2.9208249785,3.4414102623,11.738243998,1.5940846432,32.767562061,1.4751096345,6.4705066244,3.5344167106,3.6474218547,1.5498111649,30.835907279,1.2307222919,1.8471598312,1.3617706968,4.66902336,62.136291551,4.5723436391,7.0738760335,2.8943365173,5.5621795571,15.303544171,1.3830881056,11.823858849,1.1398103933,11.426246506,1.5526867386,4.0651213893,1.68014702,2.6935526714,0.5460352807
452,Neenah,WI,243361,199.51054106,81.54307025,115.64820334,36.997044372,24.557637363,41.117356899,11.500470875,1.456776206,11.337957877,4.0977389978,0.6437641426,1.3640130337,2.2573300864,6.4462227874,0.831240693,43.8176815,0.5884324207,6.5487224647,2.0912917937,1.8793595993,0.4536607022,23.033602186,0.9407175624,1.4337812164,2.3698888378,4.3907236342,57.452484877,5.0509363861,6.2096759872,2.6235384269,4.2865188165,14.889238841,1.9848429296,9.7474207206,1.7560353987,9.276836223,0.7578746764,2.5306462477,1.2189078712,3.1576122615,0.2119513676
456,Wausau,WI,196844,204.00292185,79.542507819,122.17366904,44.784289383,23.935065588,41.353651591,13.474237174,0.8018530908,10.631226593,5.6256086186,0.9758813669,2.1495124848,1.5720060677,12.461153696,1.8803985205,43.844855907,0.1321762684,7.5940720364,2.7628820967,1.8905008859,0.8430526812,22.787201856,0.2691029857,1.8205615421,1.1343436092,4.0556305974,51.369680895,4.3588390504,8.1852366179,3.160936513,4.5859608795,13.257396117,1.4329037534,7.9725576524,0.8237161159,11.162969919,0.9616557245,4.5179243742,1.0020194277,2.6036022232,0.4520137023
457,Casper,WY,195567,217.28993471,82.982320868,131.76687843,38.13530315,30.889438,52.05584018,17.651220359,0.6338410415,17.729106277,4.5269422976,1.1987303331,1.1471214513,1.6749883292,9.5037052408,0.7998666737,58.10056142,0.2659883551,11.297118629,2.5535902498,1.5454092305,2.5680572828,15.832274885,0.7245245465,1.7864911683,3.3133675071,2.816555781,75.349955255,3.0712654923,9.9717808976,3.4949148938,3.9686126354,9.6534152755,1.1366624702,8.2201414451,1.2371926421,9.9159519197,1.1520770127,2.6463677976,0.7220973898,2.1342122828,0.9295304401
999,United States,US,308745538,207.14307457,73.450454205,131.29129011,49.366219505,25.417371376,40.519775868,35.815254438,1.1102994467,12.196775456,6.7550773803,1.1728104715,2.2448907424,3.0798825666,9.9182000162,1.4332190932,29.718648112,1.1271417953,6.6838212898,3.5679867866,3.2781040547,1.6797003881,28.818554132,1.1485186225,2.2675631348,1.3179137831,3.9035381946,57.01806898,4.8635520686,6.2802527044,2.6769617639,4.2011943182,14.913251961,1.9057765298,10.874974977,1.5038274011,9.0194016018,1.2184791477,2.7109703525,1.2871441077,2.5833571723,0.7967726484
