HRR #,HRR City,State,Resident Population (1996),"Acute Care Hospital Beds per 1,000 Residents (1996)","Hospital-based Registered Nurses per 1,000 Residents (1996)","FTE Hospital Employees per 1,000 Residents (1996)","Total Physicians per 100,000 Residents (1996)","Primary Care Physicians per 100,000 Residents (1996)","Total Specialists per 100,000 Residents (1996)","Allergists/ Immunologists per 100,000 Residents (1996)","Anesthesiologists per 100,000 Residents (1996)","Cardiologists per 100,000 Residents (1996)","Cardiovascular/ Thoracic Surgeons per 100,000 Residents (1996)","Critical Care Physicians per 100,000 Residents (1996)","Dermatologists per 100,000 Residents (1996)","Emergency Medicine Physicians per 100,000 Residents (1996)","Endocrinologists per 100,000 Residents (1996)","Family Practice Physicians per 100,000 Residents (1996)","General Surgeons per 100,000 Residents (1996)","Gastroenterologists per 100,000 Residents (1996)","Hematologists/ Oncologists per 100,000 Residents (1996)","Infectious Disease Specialists per 100,000 Residents (1996)","Internal Medicine Physicians per 100,000 Residents (1996)","Neonatologists per 100,000 Residents (1996)","Nephrologists per 100,000 Residents (1996)","Neurosurgeons per 100,000 Residents (1996)","Neurologists per 100,000 Residents (1996)","Obstetrician/ Gynecologists per 100,000 Residents (1996)","Ophthalmologists per 100,000 Residents (1996)","Orthopedic Surgeons per 100,000 Residents (1996)","Otolaryngologists per 100,000 Residents (1996)","Pathologists per 100,000 Residents (1996)","Pediatricians per 100,000 Residents (1996)","Plastic & Reconstructive Surgeons per 100,000 Residents (1996)","Psychiatrists per 100,000 Residents (1996)","Pulmonologists per 100,000 Residents (1996)","Radiologists per 100,000 Residents (1996)","Radiation Oncologists per 100,000 Residents (1996)","Physical Medicine/ Rehabilitation Physicians per 100,000 Residents (1996)","Rheumatologists per 100,000 Residents (1996)","Urologists per 100,000 Residents (1996)","Vascular Surgeons per 100,000 Residents (1996)"
238,Kalamazoo,MI,649268,2.65467,3.43015,12.73501,166.846946045,60.2198593205,105.6366538407,1.292556089,7.5404610412,5.2970955084,1.2111425775,0.96465,1.2712774045,7.2194785872,0.3729337993,31.3286060445,9.872116907,1.7634508959,1.2863567599,0.6771692168,19.6717301624,0.7726544805,1.1511868805,1.355020421,2.9613162745,9.4114170847,4.677790438,6.364863183,1.6830701457,3.11965,9.2671701689,1.2801403358,11.8144448813,1.8331213398,6.62294,0.5771956081,1.4380606705,0.9808982915,2.4263145649,0.9343600707
239,Lansing,MI,676246,2.52894,3.168,16.00186,174.8563282296,67.9789075725,105.8839293794,0.9713557431,8.3107997947,6.6064033288,1.6837598208,0.09807,2.0498516825,7.5673866405,0.4114661128,40.2692541323,7.1183658198,2.6011676648,1.6879546602,0.3879202648,18.4562889027,0.4973606739,1.0634044176,0.9878015661,1.537740484,9.6901531176,4.6417484451,6.3279536809,2.1471298703,4.05686,8.9400892218,1.7148474945,10.0884296083,2.0650688829,8.38308,0.6243746228,1.3496535767,1.1998476694,2.8400644702,0.2845080115
240,Marquette,MI,196487,3.37149,2.85929,17.01113,153.0161374144,59.5135739122,92.4741397509,1.0825543706,5.2059023154,3.0841518166,1.1555246021,0.09528,1.6204873949,7.6875004535,0.162123771,42.0109079779,9.0001944806,2.4054196726,1.573565026,0.1263835356,10.8400916225,0.1493504478,0.6026413797,1.7156100059,2.7337119495,7.6472974187,3.7669647005,6.1895248073,2.0418840497,3.65009,6.9620516811,1.2262781561,7.888793103,1.4772923097,7.55415,0.5804239625,1.2512529226,1.0313872479,2.690895279,0.8698375539
242,Muskegon,MI,258550,2.75313,2.703,12.93144,154.9808979129,63.6963744804,89.9268394202,0.8715360932,7.8797402143,3.2018665132,1.3319811769,0.12971,0.962091841,10.224076223,0.0897261014,40.8575467814,5.841521735,1.3246133577,1.2386997898,0.0777144341,18.2660139323,0.0805041381,1.1186101901,0.9814850115,1.7473804711,9.0862679954,4.1799990191,7.4056695904,2.4005344006,4.44946,5.0629479204,1.4446629828,5.48670904,1.2280571375,6.10246,0.8256594556,0.9419688016,0.7916632077,3.1766487792,0.7611894661
243,Petoskey,MI,168676,2.654,3.0979,12.24287,167.9805974343,65.2500134835,101.597871817,0.6759275706,8.4716602235,2.8683037707,1.4567720337,0.62812,1.4078676803,10.8190776911,0.5715863622,39.4162284658,10.6755719503,1.3086060397,1.6655471974,0.9953951697,19.390987231,0.6077684932,1.0437867045,1.2336724816,2.3274585995,11.1139213165,4.0533784632,8.3033194073,2.0276407582,2.45349,6.4767031376,0.6013367387,7.1028349242,0.8852322124,7.45118,1.1176362596,0.907402498,1.034915216,2.646577314,0.1230962283
244,Pontiac,MI,453016,2.44703,3.27166,13.8438,252.5264813473,84.2016386005,167.111488041,1.8387763162,17.7362615692,8.6779523823,2.7110176447,0.99413,4.1397163055,12.1400256487,1.4781969025,33.7458392002,14.7186284656,2.8926056077,2.2952215329,1.1541277621,34.2229612308,0.9160773158,1.5353175503,1.8329054029,3.3321994872,16.3422626228,8.4923989438,6.0357476786,2.6487469609,5.35528,16.4384554191,2.7647020991,20.7112541193,3.1266977779,13.80644,2.0496639067,2.6363554789,1.6029421457,3.8666820445,0.5203922354
245,Royal Oak,MI,678431,2.34549,3.78482,15.88631,288.5243596937,102.9053294385,185.2042705951,3.5365271734,11.9888735046,10.3094460233,1.7797225026,1.52548,6.2719016276,11.1075598761,1.5980560463,33.7927500153,12.1387274099,4.894292308,4.0719358245,1.7082622227,45.7024574948,1.7229173284,1.5928511352,1.1407419197,6.0101344439,20.9791622475,9.378013677,7.8302122438,3.1423828975,7.32109,23.5847258602,3.518534833,26.5757202355,2.8871655147,16.22587,2.7505748808,4.2117705743,2.5050544564,3.7957045503,1.0120031423
246,Saginaw,MI,656599,3.13483,3.46572,15.94258,155.6504541801,59.8579371783,94.7760431513,0.976936643,8.9736301233,4.0851594149,1.1843596234,0.15775,0.9278761392,6.1223105788,0.5229737506,36.4612499857,8.8450726455,1.3430774527,1.5326740539,0.3998370112,16.2420456044,0.6943628055,1.0068091966,1.662806349,1.7285075529,10.196886907,4.5589813198,5.1095410162,2.5102505097,3.34266,7.3013790368,2.02752773,6.7270637717,1.479957859,7.96784,0.7159267718,1.4709829546,0.7311356086,2.7058969303,0.5608855986
248,St Joseph,MI,148901,2.92674,3.45251,15.26773,164.0847799837,58.0780055226,105.0030548922,1.4639630127,9.7529014038,8.0080114416,1.7666816007,0.16333,1.5738568833,6.6234341301,0.1443180052,32.0397142692,9.617139203,2.2552405027,0.344768523,0.6648279217,17.9975853854,0.1842280066,0.8858745366,1.0632434702,1.3505735621,10.9730248831,5.2195781235,5.896336341,3.4016734731,2.76264,8.2387999127,0.5228783128,7.9506733583,1.5890034235,7.75745,1.3110985465,2.1737977241,0.2310165005,2.9670872139,0.2535394431
249,Traverse City,MI,203676,2.43989,3.26542,13.995,180.1255059107,70.1303132957,109.0503436482,0.2387127997,8.6095548796,3.6292194002,1.3496460166,1.01018,2.1387174925,9.9126430962,0.5645100314,40.2402622319,9.5217328903,1.6682261954,2.729513728,0.5828059389,21.9171301762,0.5973610758,0.6321918712,1.158648408,1.9256642355,10.3256429683,5.0795888537,7.3591486913,2.6014724037,3.67656,8.021722287,1.6979714731,10.6170600071,1.8941336689,9.81811,1.3672653353,1.635133151,1.0066364386,3.5755757501,0.1343269796
250,Duluth,MN,329499,3.11746,3.06341,12.64612,167.0201425287,69.3608369634,96.4620368658,0.7150545031,6.8017795181,2.92387962,0.9338916698,0.05922,2.3297461096,8.341811432,0.8650027616,48.4547470295,7.802772323,2.198104876,1.4047554571,0.565925213,15.2738100624,1.002679071,1.3460691762,1.5237397588,2.581596477,8.1792245728,5.6238062097,6.8281428914,2.9618404121,4.92215,5.7974136192,1.3099596668,8.2022425018,1.1263825092,6.93333,0.7960728461,1.8067887912,0.5948731617,2.0193088979,0.071778486
251,Minneapolis,MN,2842544,2.44014,2.61449,11.36753,169.6620690004,67.9510184554,100.4891661358,1.2247524754,7.2607737402,3.8435518048,1.3600400606,0.30598,2.5096773333,4.8139633924,1.018263484,40.1112208214,6.8728680959,1.9377551184,1.9224442632,0.735065657,18.8435897363,0.5486984899,1.3014866177,1.0360053143,4.2307384388,8.5577212813,5.2873984667,6.7674862569,2.4152998226,3.71936,9.0727680126,1.3165756709,9.8134922598,1.3607449095,7.24605,0.8710385943,1.4097837044,0.8334503014,2.4627404273,0.3739663803
253,Rochester,MN,372335,2.80254,2.92859,10.10302,205.0267460743,70.4284491805,133.6252588874,1.2921410616,7.6779148101,10.9960270718,1.331927826,0.83755,3.1417571979,1.8750082887,3.6769694578,36.3227619647,7.9629026681,5.705574718,5.7845121544,1.9235658052,26.1471932125,0.6648114795,2.1601449499,1.4222839457,9.4361723597,7.1556428084,4.8403701244,6.2653782021,1.4783252508,5.83341,8.162120523,0.9596681081,10.7269172062,4.0359281725,11.83427,1.720588189,3.4635382227,2.7491737237,2.2943861723,0.2212849435
254,St Cloud,MN,225721,2.33734,3.02318,11.3182,150.3015600663,64.5763284312,83.9202284965,0.9313648927,7.5606822528,3.7266032322,0.644850328,0.07719,1.1566727819,4.9286474118,0.9761106214,41.6743995256,7.5656779946,1.5263894007,1.5537367282,0.1300502107,16.0997142378,0.0942646475,0.2110868308,1.0553039122,1.8592430723,7.8263428633,3.6344077059,6.100607312,1.7049975,3.78826,7.1087342035,2.0870731009,7.6137653863,0.6316480018,4.87045,1.3173866485,1.0809256145,0.5610547163,2.9764010887,0.0914502779
256,St Paul,MN,930373,2.34579,2.50308,11.50755,188.4265776133,80.4270750661,106.5636173571,1.2469897521,7.4119949171,4.3251917619,1.2052859131,0.6578,1.9221974268,4.6883733816,1.1788302907,46.6369396467,7.5394436448,2.355002383,2.3274132082,1.1961032455,21.8415535678,0.90754513,1.2466739599,1.0256823712,4.379396657,8.4784214787,6.8818054504,7.7533958709,2.3711908537,4.73377,11.9918899542,1.1261128226,10.4568740684,1.6226178133,6.91708,0.6984769247,1.6769479435,1.0643588133,1.9299609684,0.1893543273
257,Gulfport,MS,192214,3.90313,4.5304,16.17693,173.6778438321,46.0522918388,126.7022282992,1.0422010403,6.2544654907,4.2264403537,3.4574052665,0.06706,3.1460427256,9.1618841534,1.4502964551,21.5791189702,11.3691253289,3.4258330072,1.7465129414,0.4019390215,16.8216143948,0.1394136143,1.1801000557,2.3810919702,4.1921062096,14.4230492124,6.7293562793,7.4260483874,4.0395775863,7.44285,7.7820192898,2.8565680656,10.9069212779,2.1299020581,8.84553,1.0753929568,0.9928771657,0.1204523096,3.8258269327,1.2986180473
258,Hattiesburg,MS,278033,4.60273,4.31009,19.33629,137.711408708,42.5872508965,94.4562218064,0.7468510544,7.8777767725,3.6382997736,1.3929365006,0.33172,1.8750021399,5.8917112866,0.1513559742,28.414000147,8.9805816076,2.7614920385,1.9048232629,0.1596640511,8.5604395191,1.0160370747,1.1847595388,1.4237507094,3.0410757038,10.0149352846,5.1045263569,6.2155044566,3.0184717164,3.40757,5.6410613812,0.9887092153,5.0184806826,1.6538519556,6.66612,0.7544549481,0.1309223746,1.0592243252,3.0536199548,0.1936614986
259,Jackson,MS,1018753,4.59185,3.65611,16.90833,149.048933498,52.2983760581,95.8208613093,0.6379956516,9.2078965021,3.2758250924,1.2589528355,0.12632,1.8503233348,3.8162344105,0.4216428404,28.6259301121,6.6633146415,2.4887813017,1.7507791946,1.1581903537,14.3393745888,0.7695777327,1.6190232882,2.1210188967,2.7754449085,9.6248554786,5.130987322,5.2845436423,2.7582076551,4.97097,9.3133698086,1.5547542026,7.5538648757,1.8347472178,7.23543,0.8141426365,0.4508668763,0.8318571992,3.0170302241,0.5699206656
260,Meridian,MS,197604,4.90584,5.35351,20.5894,140.1434138056,54.3349587081,84.465106531,0.1223384525,6.9337592122,4.0035235984,0.6142671992,0.04289,1.1958913744,3.1947828264,0.083265378,34.6509982817,9.0601419763,1.7604081995,1.1229594496,0.1491534622,13.8392684744,1.0014687494,1.1050393095,2.021679387,1.865269384,9.4089684666,4.1930422446,4.7905848961,2.9947670292,4.07335,6.1668589949,0.4610224984,5.7924634602,2.9488181399,6.06885,0.5561250263,0.1279969294,0.5890798456,2.9608829862,0.1104678924
261,Oxford,MS,133965,4.45434,3.27258,16.24324,139.7120013081,50.2017588484,88.6104783869,0.9318097506,7.4824326201,4.0196206363,2.7519726992,0.10064,1.3330200625,5.1692808685,0.2430306295,29.9259440812,9.9090902171,2.2550511515,0.8085514776,0.283759613,13.8340541498,0.2743506523,0.467487191,1.9241653484,1.0640064219,11.2783556566,5.4135091051,5.4627404584,2.4546210603,3.56434,6.4754537365,0.9464862264,3.0002306383,1.9057191922,5.59746,0.4070635349,0.4098558344,0.8911364853,2.7008393241,0.160549527
262,Tupelo,MS,377136,4.13083,3.79198,15.50978,123.3005898731,46.0514439332,76.29147411,0.5897204128,5.6328217372,2.4434108638,1.1073150278,0.0402,1.3978157253,3.3603123166,0.0993997203,25.6374764519,8.8955450256,2.0001379118,1.1312495052,0.3257132286,14.7592410228,0.5665399909,1.0419991502,1.7961457979,2.1753553118,10.0588380807,3.2903582607,4.0210323868,2.2716676048,3.17992,5.7267443681,0.8288432894,3.5107650852,1.1534654469,5.27028,0.5717147549,0.8193675988,0.8224029536,2.5460692307,0.2594262599
263,Cape Girardeau,MO,260875,3.28413,3.53777,14.5,136.7656629585,48.4261021204,87.3577074915,0.9218243527,7.0938370099,3.7285144424,2.0856003855,0.13707,1.1077381117,5.1500865444,0.4355317869,28.9643813387,9.592617199,2.5631702462,1.6798796609,0.0946166371,12.7427559318,0.1579833953,0.5378188903,1.3714434221,3.3101523604,8.8303808834,3.4077650568,4.7189947757,2.6980619372,3.65402,6.9264954993,1.1741588094,5.7944584885,1.1925329813,6.49975,0.5852494072,0.1758512854,0.4834964125,2.5640372078,0.3531652273
264,Columbia,MO,632078,3.10448,3.94038,16.44686,157.266411735,59.4426500007,96.9252188281,0.584277797,7.8229369547,3.9237884482,1.1566222383,0.49309,2.1601509911,5.1706291244,0.3640850292,39.2127833342,8.1527481255,2.0252824648,2.7405786223,0.6113549843,13.0356463083,0.2298540596,1.3254320694,0.7684960329,2.2882786505,8.4096012926,4.306364234,6.6450805701,1.8779416187,5.61478,7.3617929464,1.5291795409,9.4774910961,1.2553158891,7.45738,0.7716938324,2.0077711511,1.1685607842,2.3785142291,0.4400972378
267,Joplin,MO,332080,3.45988,3.77105,17.07806,150.1871980316,58.3893961398,90.599501067,1.3537219656,6.7332441515,3.615246564,1.0622733105,0.06623,1.6480692361,6.5389331212,0.3597307397,39.5179578508,9.0216309772,1.5908995664,2.2164115492,0.3413564949,12.1628079358,0.7771896644,0.8909718813,1.4681585012,1.4910942935,12.7719535618,4.6084573169,6.0945211892,1.3550661441,2.70692,7.2237499256,1.3429961025,6.3145440339,0.7257355297,7.53718,0.8654905325,1.1159321315,0.3632850204,1.9704478992,0.0838052045
268,Kansas City,MO,2182185,2.84712,3.53965,13.99485,180.1297065689,65.090156115,114.0696786554,1.5156564174,9.3709539223,5.0713434416,1.5123824195,0.37116,1.9004665591,6.928800179,0.8873972858,33.2711465735,7.4609687676,3.0751191152,1.9992640621,0.8412487068,21.673009511,0.6942163213,1.0355167612,1.2187906881,2.9981305534,10.0712331969,5.8406316501,6.4481052465,2.5298616329,4.75758,10.172401933,2.4663980619,11.2935054058,2.1956256321,8.00973,1.2215719304,1.6240613818,0.8971992399,2.8761314112,0.7159894214
270,Springfield,MO,722224,2.78695,3.2352,14.29511,144.2723256334,55.7169523858,87.5964955129,0.9617243157,7.8949150355,3.3181664842,1.0268633664,0.3261,1.319686868,6.8609181592,0.7805757895,36.7344498712,8.0393067248,1.7441814287,1.552838674,0.4099972661,13.0375985727,0.989167317,0.7886909689,0.9702255003,2.542490799,8.2115290636,3.3550675917,5.6588942359,1.8476634987,3.28175,6.0280576243,1.9324800924,6.0078182753,1.297284744,7.05325,0.7805134334,1.472441827,0.5426824035,2.3425849124,0.1524941636
273,St Louis,MO,3230235,3.47345,3.61325,15.23349,182.3402000054,63.4918822199,117.8931137723,1.6081117882,9.6186198428,5.9590473148,1.4566395635,1.27125,2.3483354203,5.2556396327,1.0118683898,22.6891644342,9.0767088733,2.6413640341,2.3496703866,0.7941882848,27.4811324192,0.6839539366,1.366398293,1.5444589912,3.8756572805,13.0197381169,5.7004576934,6.8929860688,2.5553074709,5.78042,13.2547964487,2.0199446554,10.6161266418,2.1051641056,9.59406,1.2477072243,1.2035483832,1.2255717098,2.8219996656,0.5101248248
274,Billings,MT,507831,2.91703,3.19965,14.89717,177.6606391347,64.9632960949,111.7164320276,1.191235535,10.5276217296,3.6781747487,1.7652191586,0.21202,2.5984310303,7.1660568821,0.6320900779,35.765225429,9.9582242164,1.5275379284,1.6647106928,0.2537153611,21.0645400604,0.0379555141,1.0019736413,1.1337758397,2.848145273,11.4381204444,4.810795746,9.2864665419,3.1087517181,4.436,8.3262056453,1.3637749101,9.8929614378,1.8230854502,8.51062,1.3817095167,1.6404333247,0.8538595674,2.693283902,0.039687344
275,Great Falls,MT,151459,3.18412,3.13704,14.45615,175.4309698438,61.8062913205,112.529588778,0.1161654559,11.5444541681,3.3813063991,1.3053775706,0.03153,2.1374580993,7.7307874213,0.6855464431,36.9248080938,9.9285902374,2.666644808,2.6048997624,0.6690063912,14.1594035355,0.0354747551,0.696779853,3.3440810147,2.8048956083,11.8070688385,5.4110409974,8.5688997008,2.191425898,2.94991,10.9420072173,2.7361976452,6.82038692,1.9959386828,9.58947,1.3060467741,1.4550372974,1.9220843774,3.3712619835,0.0471228259
276,Missoula,MT,332310,2.63172,3.22471,12.49937,191.6685540892,64.2608937945,126.4605991577,0.7175331853,13.0077595142,4.2527542277,1.2798551453,0.04787,2.6228470311,11.0608805573,0.095704088,40.5706845265,11.2100381677,2.5212351254,2.160317348,0.6326246667,16.7457602305,0.3561205989,0.383042708,2.5651994287,2.909490565,11.1009540096,6.5032699169,10.8844246873,4.3234858934,4.86474,7.1453068657,2.4436492011,8.3915739721,2.1468242975,9.09147,0.9596587282,1.6544380259,0.9504612397,3.4529507936,0.0833596963
277,Lincoln,NE,535346,3.09441,3.26245,12.32269,134.3632419045,56.3305257044,76.8254679076,0.8250463976,6.2602167858,2.7636186998,0.8989120756,0.02623,1.8693065985,2.4611602736,0.2212537608,40.275401104,7.7032703624,1.667501513,1.4928294026,0.2890677779,10.0861425631,0.2397202786,0.7152915506,1.1002630853,1.5635709745,6.3499000424,4.0767834306,5.3179827387,3.045783394,3.41764,6.32008606,0.856271276,7.3533311001,1.0114707941,5.70604,0.7748430077,0.5382999238,0.9204732268,2.0738622691,0.589915431
278,Omaha,NE,1178908,3.30006,3.91147,15.56731,160.1944726221,58.6495681518,100.579868131,1.0547800639,8.1196516363,5.5605264866,1.2104887826,0.10173,1.4427708947,3.461216543,0.2110191138,36.1735007922,8.4809729524,2.4803539169,2.1860899656,0.9646515702,14.0324680776,0.4178099745,0.7180166477,1.106069803,2.6893722624,9.1242413159,5.0587124938,6.2144593926,2.9727618801,5.59374,8.7031048969,1.3172763826,9.0286893909,1.7602518727,8.56867,1.3279296317,0.8705643246,0.7701482928,2.2192491661,0.8940306094
279,Las Vegas,NV,1221192,1.87122,2.20978,7.39298,148.781303227,47.4209248501,100.552712142,0.8556508596,11.3113141874,5.7934124649,1.5732005723,0.46103,2.217291178,6.3009139714,0.9967502848,23.1073634457,7.0673687579,2.0467697323,1.674623807,0.41618882,16.936140318,0.9230626371,0.8345536974,1.1201772947,2.6557722051,10.3989391548,3.6644203279,5.1877313819,2.117596875,2.39792,7.3201899154,2.5047375064,5.9765526875,1.8235611206,7.74809,0.8852506316,1.4461495012,0.5079298443,2.3664632765,0.3150527728
280,Reno,NV,593823,2.40061,2.96172,11.32833,179.9313011011,59.6399667057,119.3413957133,0.7955326912,13.7069191884,5.2734510812,1.1873207316,0.55278,2.2267094403,8.6055206673,1.1178133289,32.8112980877,10.3643240516,2.4363614517,1.0929390683,0.4283728689,19.4606414959,0.5824584542,1.1144185026,1.5318101121,2.8089103707,11.8964212523,6.3329828001,8.3228275798,2.5476561157,4.56974,7.310080662,1.7999952671,8.7904051913,1.5924535955,7.38114,1.1461806062,1.4904325194,0.7916078149,2.918542805,0.6117624629
281,Lebanon,NH,372811,2.95532,3.62936,14.87103,200.7647027741,74.2002109078,125.6316856095,0.3385507573,10.8334183437,4.6184730176,0.7730394003,0.46071,2.4350999175,8.0099198075,1.1525270113,33.8945201959,10.57566233,2.1051320675,2.4459755779,0.5281937148,26.7398717777,0.2901366003,0.6947339151,1.0235768424,3.8519894804,10.193971783,5.7273249157,7.6748023942,2.1566103192,5.88202,13.5351743996,0.8160067613,23.1787874715,1.652202994,7.48354,0.7076740041,1.0335748681,0.5364556143,2.9129953088,0.7912990472
282,Manchester,NH,780685,2.28541,2.82806,11.25338,186.2901827578,64.4367598716,120.8913162587,0.7296705171,8.8380041271,6.3241865894,0.7308243647,0.21523,2.5414035244,7.7509737916,0.8336921835,27.0123382527,8.7796520748,2.2945197006,1.5826024477,0.6469213109,23.8950633515,0.3148131839,0.7908320134,1.3176769989,3.7137788721,12.5424055163,5.7231003167,9.392901481,2.3187582896,3.52317,13.4898898942,1.6518378517,15.1305127321,2.0607492787,6.95507,0.6980543507,2.0548426669,1.2438038141,3.1190348393,0.6818675932
283,Camden,NJ,2628556,2.815,3.54725,13.98848,218.7636500744,73.4909868362,144.2414128102,1.8863358434,12.3181816974,8.670640486,1.7221597039,0.87337,3.2114009159,6.5985971421,1.259338642,29.2371113175,10.9321235165,4.4840294487,2.0083181529,1.2794348798,27.3109737848,1.1593507033,1.7319471499,1.324091965,3.5831794686,16.5843357717,6.6089781431,7.9378968426,2.8515258244,4.32355,17.0728189491,2.3286361588,13.3505073748,2.8589137927,10.32627,1.3331472817,2.7448880698,1.1427656294,4.0446259353,0.7928217337
284,Hackensack,NJ,1163380,3.27101,3.57869,14.1782,299.6084377835,99.9151726448,198.3286550053,2.5325311078,21.1213238815,11.6028155782,1.582546484,1.43835,4.7449223508,5.8477272283,1.869145991,21.0415437011,12.3965251086,5.8576534829,3.8278452706,2.8930814581,44.4770608849,2.1998866611,2.5385109793,1.4041825271,6.0741967575,20.8880813656,9.7879589709,8.5850058368,4.1251992889,6.6537,37.3559566738,3.6829253286,29.8428730057,4.4841233997,13.18293,1.1838635852,4.3461255467,1.212102834,4.6878937991,1.1708195459
285,Morristown,NJ,952294,2.48467,2.41696,11.00998,249.1691689117,83.7491965013,164.300944848,1.8155511374,13.8019614592,9.7276304306,1.8932111937,0.45942,4.054353106,6.5842287246,1.3982324191,20.4647504464,11.8295302093,4.6185748482,3.1851591654,1.6846086686,40.2674060161,1.5924005929,2.0518759456,1.1034479634,3.8583784966,18.4086070891,9.0477662943,9.3908341703,3.6167433162,5.00263,23.4394449956,3.0459995406,17.5331579426,3.1233380884,13.18512,1.5921929692,3.3332630045,1.4155157223,4.4291166878,1.3742782453
288,New Brunswick,NJ,911993,2.77917,2.94388,12.24993,236.3613427006,82.7810884789,152.6947210649,1.91899693,12.532033603,10.1451209828,2.4696669897,1.19122,3.0014485792,5.6536203461,1.8358827846,20.768028064,9.387211981,5.2115553723,2.9331479727,1.9975606144,37.8949722407,2.1290316776,1.8980994454,1.1885649112,3.8923520623,16.1322473622,7.1742902245,7.8954847579,2.5904499154,5.02731,25.1568960848,2.067905724,17.5727627841,2.7380015283,8.95983,1.0905134512,2.9640005801,1.0469716799,3.9109315251,1.3219858205
289,Newark,NJ,1436059,4.63531,4.65944,19.63506,216.5990943962,74.7059526108,140.9587314895,1.4556960747,10.4268203258,8.2903804486,2.6355042887,0.86832,3.0723526662,3.6269517997,1.3806322155,15.624803185,10.1206596242,4.3419257987,3.136432926,1.7670337432,36.8277404367,1.5198054331,2.1402981005,1.1864248136,3.9004680987,14.5310985951,7.7913719648,7.2541833759,2.5411999702,5.16954,22.7673749395,1.974673547,12.4995008254,4.0783920983,8.45069,1.0105669173,3.2386486484,1.2021012084,4.4429230953,0.7189713464
291,Paterson,NJ,383268,3.15438,3.26125,14.59987,189.2436620931,69.0482840006,119.1536013299,1.2302097156,8.5164730163,7.2232919815,1.1715801081,0.94284,2.28801929,3.5397180654,1.2649691213,15.8123741836,10.0436126322,3.5668987914,2.3256928835,1.8069714487,35.1495949207,0.7317317414,1.3802011026,0.5823145482,2.890409326,12.697515233,6.5538161581,6.9564918443,3.358854965,3.8504,18.2824132594,2.0671053233,11.7423815905,1.5419827348,5.5581,0.9781568568,1.9467926813,0.6749969237,3.8539014779,0.3737497527
292,Ridgewood,NJ,400623,2.66023,3.26321,11.55303,263.1692529591,84.6380018435,177.4851886299,2.4675183414,17.1116892651,11.183617896,0.846200762,1.09139,4.1891041678,4.7602958904,1.4693127913,18.3752269228,11.2999947178,5.2672288853,4.2874518443,2.0324631661,40.3827222569,1.0131825871,2.1123462407,1.5903395775,4.1842389384,19.6854851702,9.0999576135,9.3942421719,3.5897013408,4.7296,25.8442458574,2.9519382353,26.606299339,2.9985398148,10.99118,0.9870842823,2.3964594023,1.7074065328,4.5833863174,1.3342585495
293,Albuquerque,NM,1447898,2.30546,3.2179,15.59519,194.6326117088,71.0104311155,122.4855936371,0.93096079,9.9359192606,4.4516952574,0.9040984322,0.15293,2.93988493,8.6850131017,1.1157395088,38.2322935218,9.1985375617,1.8297317261,2.2401682707,0.8864006201,20.7496699242,0.6920368656,1.4874567985,1.4263472985,2.6333632618,11.1664320627,5.9068961478,8.635804622,2.2607377405,4.40423,12.009451046,1.3336495481,15.159886823,2.0000110282,7.52462,1.0006250945,1.1796155826,1.1794681565,2.9756039433,0.325442363
295,Albany,NY,1740557,3.00309,3.44667,13.26214,201.4190900249,66.229295046,134.1212776059,1.0496999452,11.2875174266,6.3179870455,1.7875618529,0.72214,2.5152255621,7.0868974178,1.2775262007,25.0825602433,9.8771857387,3.3151126278,3.3119763552,1.2005694392,26.9199085657,0.4785619689,1.362262822,1.4915632427,3.5201976633,12.7193645709,6.2261585914,7.372929992,2.7119464147,5.14306,14.2433101346,2.1109542686,17.0987480447,2.2559270131,10.24156,1.0349808781,2.4894733389,1.1206789249,3.8618278934,0.8129075734
296,Binghamton,NY,365205,2.75031,2.98038,14.04621,172.731671995,58.5391541184,113.3109746841,0.9897298379,8.8546190106,4.4928270819,0.7009142647,0.27901,1.3757011382,6.5358155176,1.1902767533,25.0195245024,9.9337315458,3.0017129199,2.4198138703,0.7983154696,23.3291150757,0.585562765,1.0739954569,1.356191096,1.7218717612,11.9239462346,5.2945300752,7.4480737014,2.7552370803,3.41992,10.0186163996,2.2437343708,13.5861496264,1.7407300406,9.13811,0.9366672465,0.6562489141,1.1295719623,2.9543328761,0.4331697577
297,Bronx,NY,1203020,4.31538,4.57787,25.6861,201.0875808609,66.707585631,133.5107226868,1.2828521923,8.1883464037,7.6367970881,1.2546400682,0.70539,3.2997187479,2.8874140977,1.7245392344,9.9908673561,8.7128833584,4.4511572468,3.8977080674,2.3851414507,40.4602990336,0.8580032602,2.5099681968,1.0217777741,4.2190758767,10.6315930381,6.2180286041,3.9241596522,1.5269910382,4.9494,16.6044474313,1.9186801297,23.3903356459,2.1799184061,8.65653,1.4310807978,2.9372967271,1.6083796097,3.5447498857,0.8144726523
299,Buffalo,NY,1419836,3.52558,3.85463,16.15848,189.8806821928,67.0730376991,121.8959456993,1.45044873,10.4347197327,5.6245347337,1.5546275559,0.58007,3.2021528529,4.6764477484,0.845853277,21.9225436246,12.7490778803,2.8629960564,2.534239874,0.9167910032,29.4246791539,1.1135686455,0.9253117827,1.9171507954,3.4168074491,12.5334574195,5.6335948672,5.8578703694,3.1075661489,6.00863,15.6959173338,1.6796410424,9.5697770428,2.0350720381,10.15522,1.0164866425,1.7157975538,1.2603171901,3.9036449217,0.6988330534
